warehouse_id,product_id,stock_qty,reorder_point,load_date,record_source
70,P001023,3833,157,2024-03-01,E2E-warehouse-product
53,P001049,1283,191,2024-03-01,E2E-warehouse-product
94,P001034,2606,456,2024-03-01,E2E-warehouse-product
77,P001049,550,486,2024-03-01,E2E-warehouse-product
85,P001037,2478,180,2024-03-01,E2E-warehouse-product
65,P001032,1880,218,2024-03-01,E2E-warehouse-product
60,P001039,3189,316,2024-03-01,E2E-warehouse-product
99,P001005,815,434,2024-03-01,E2E-warehouse-product
100,P001017,1314,397,2024-03-01,E2E-warehouse-product
59,P001026,1810,81,2024-03-01,E2E-warehouse-product
94,P001037,2397,458,2024-03-01,E2E-warehouse-product
51,P001043,971,292,2024-03-01,E2E-warehouse-product
70,P001018,1691,348,2024-03-01,E2E-warehouse-product
51,P001016,819,490,2024-03-01,E2E-warehouse-product
90,P001043,3586,140,2024-03-01,E2E-warehouse-product
64,P001009,530,469,2024-03-01,E2E-warehouse-product
99,P001035,2640,371,2024-03-01,E2E-warehouse-product
81,P001049,2066,496,2024-03-01,E2E-warehouse-product
59,P001024,3085,444,2024-03-01,E2E-warehouse-product
55,P001044,3193,151,2024-03-01,E2E-warehouse-product
84,P001007,1950,452,2024-03-01,E2E-warehouse-product
66,P001047,3280,444,2024-03-01,E2E-warehouse-product
67,P001024,2509,482,2024-03-01,E2E-warehouse-product
68,P001015,1927,317,2024-03-01,E2E-warehouse-product
87,P001027,4816,464,2024-03-01,E2E-warehouse-product
94,P001009,1822,81,2024-03-01,E2E-warehouse-product
88,P001029,553,215,2024-03-01,E2E-warehouse-product
69,P001025,1240,89,2024-03-01,E2E-warehouse-product
78,P001023,3324,158,2024-03-01,E2E-warehouse-product
70,P001018,1782,272,2024-03-01,E2E-warehouse-product
66,P001007,1286,184,2024-03-01,E2E-warehouse-product
68,P001032,1518,72,2024-03-01,E2E-warehouse-product
60,P001027,188,143,2024-03-01,E2E-warehouse-product
64,P001017,2468,326,2024-03-01,E2E-warehouse-product
92,P001001,891,485,2024-03-01,E2E-warehouse-product
58,P001044,4211,269,2024-03-01,E2E-warehouse-product
69,P001043,4202,396,2024-03-01,E2E-warehouse-product
95,P001047,3093,68,2024-03-01,E2E-warehouse-product
93,P001045,1140,424,2024-03-01,E2E-warehouse-product
83,P001029,1444,233,2024-03-01,E2E-warehouse-product
82,P001045,2589,490,2024-03-01,E2E-warehouse-product
99,P001018,2457,226,2024-03-01,E2E-warehouse-product
53,P001038,794,382,2024-03-01,E2E-warehouse-product
96,P001031,96,352,2024-03-01,E2E-warehouse-product
51,P001001,1348,479,2024-03-01,E2E-warehouse-product
54,P001018,2755,155,2024-03-01,E2E-warehouse-product
77,P001027,2368,244,2024-03-01,E2E-warehouse-product
75,P001005,1853,423,2024-03-01,E2E-warehouse-product
70,P001016,1520,243,2024-03-01,E2E-warehouse-product
75,P001027,4215,79,2024-03-01,E2E-warehouse-product
58,P001026,2799,456,2024-03-01,E2E-warehouse-product
81,P001032,926,275,2024-03-01,E2E-warehouse-product
75,P001005,2423,327,2024-03-01,E2E-warehouse-product
60,P001046,965,378,2024-03-01,E2E-warehouse-product
54,P001030,4699,380,2024-03-01,E2E-warehouse-product
100,P001004,2900,450,2024-03-01,E2E-warehouse-product
61,P001044,2443,84,2024-03-01,E2E-warehouse-product
79,P001018,653,380,2024-03-01,E2E-warehouse-product
63,P001040,493,273,2024-03-01,E2E-warehouse-product
72,P001008,501,209,2024-03-01,E2E-warehouse-product
68,P001047,4007,443,2024-03-01,E2E-warehouse-product
67,P001034,3466,439,2024-03-01,E2E-warehouse-product
84,P001021,783,364,2024-03-01,E2E-warehouse-product
59,P001010,3597,457,2024-03-01,E2E-warehouse-product
66,P001005,1884,232,2024-03-01,E2E-warehouse-product
84,P001036,4695,298,2024-03-01,E2E-warehouse-product
90,P001017,2352,119,2024-03-01,E2E-warehouse-product
82,P001041,3421,253,2024-03-01,E2E-warehouse-product
89,P001028,1540,58,2024-03-01,E2E-warehouse-product
56,P001030,2260,365,2024-03-01,E2E-warehouse-product
98,P001003,2997,446,2024-03-01,E2E-warehouse-product
89,P001024,4900,163,2024-03-01,E2E-warehouse-product
88,P001007,1099,405,2024-03-01,E2E-warehouse-product
72,P001031,2315,436,2024-03-01,E2E-warehouse-product
51,P001050,3408,54,2024-03-01,E2E-warehouse-product
56,P001031,4444,477,2024-03-01,E2E-warehouse-product
77,P001040,1200,81,2024-03-01,E2E-warehouse-product
66,P001047,1392,76,2024-03-01,E2E-warehouse-product
68,P001014,811,484,2024-03-01,E2E-warehouse-product
71,P001025,3842,329,2024-03-01,E2E-warehouse-product
60,P001020,2817,269,2024-03-01,E2E-warehouse-product
61,P001017,1129,321,2024-03-01,E2E-warehouse-product
69,P001029,2009,141,2024-03-01,E2E-warehouse-product
55,P001013,2531,441,2024-03-01,E2E-warehouse-product
73,P001031,399,167,2024-03-01,E2E-warehouse-product
92,P001007,1514,336,2024-03-01,E2E-warehouse-product
92,P001041,2182,129,2024-03-01,E2E-warehouse-product
82,P001042,4138,310,2024-03-01,E2E-warehouse-product
94,P001036,2547,431,2024-03-01,E2E-warehouse-product
51,P001017,2939,390,2024-03-01,E2E-warehouse-product
72,P001048,4206,114,2024-03-01,E2E-warehouse-product
85,P001018,2813,462,2024-03-01,E2E-warehouse-product
94,P001031,2997,466,2024-03-01,E2E-warehouse-product
76,P001002,3806,284,2024-03-01,E2E-warehouse-product
77,P001020,2278,141,2024-03-01,E2E-warehouse-product
79,P001001,4550,198,2024-03-01,E2E-warehouse-product
58,P001039,3916,446,2024-03-01,E2E-warehouse-product
59,P001028,1835,406,2024-03-01,E2E-warehouse-product
60,P001032,2076,235,2024-03-01,E2E-warehouse-product
73,P001027,2253,58,2024-03-01,E2E-warehouse-product
93,P001029,3141,57,2024-03-01,E2E-warehouse-product
54,P001027,3821,83,2024-03-01,E2E-warehouse-product
64,P001025,130,62,2024-03-01,E2E-warehouse-product
74,P001038,392,252,2024-03-01,E2E-warehouse-product
76,P001033,2366,391,2024-03-01,E2E-warehouse-product
83,P001009,1765,374,2024-03-01,E2E-warehouse-product
87,P001007,3685,168,2024-03-01,E2E-warehouse-product
92,P001041,368,231,2024-03-01,E2E-warehouse-product
72,P001047,1789,286,2024-03-01,E2E-warehouse-product
68,P001019,4358,263,2024-03-01,E2E-warehouse-product
65,P001040,98,266,2024-03-01,E2E-warehouse-product
95,P001040,1080,338,2024-03-01,E2E-warehouse-product
100,P001040,670,425,2024-03-01,E2E-warehouse-product
66,P001046,2602,141,2024-03-01,E2E-warehouse-product
68,P001024,1265,329,2024-03-01,E2E-warehouse-product
62,P001011,2282,190,2024-03-01,E2E-warehouse-product
79,P001028,3907,154,2024-03-01,E2E-warehouse-product
74,P001042,3201,398,2024-03-01,E2E-warehouse-product
59,P001039,1891,104,2024-03-01,E2E-warehouse-product
69,P001015,1180,66,2024-03-01,E2E-warehouse-product
99,P001001,3196,322,2024-03-01,E2E-warehouse-product
88,P001044,3731,236,2024-03-01,E2E-warehouse-product
53,P001016,410,236,2024-03-01,E2E-warehouse-product
95,P001042,2881,269,2024-03-01,E2E-warehouse-product
71,P001043,1104,64,2024-03-01,E2E-warehouse-product
94,P001037,1376,428,2024-03-01,E2E-warehouse-product
94,P001032,1008,361,2024-03-01,E2E-warehouse-product
83,P001004,1539,326,2024-03-01,E2E-warehouse-product
97,P001048,2488,327,2024-03-01,E2E-warehouse-product
71,P001019,1531,192,2024-03-01,E2E-warehouse-product
78,P001049,2213,431,2024-03-01,E2E-warehouse-product
54,P001015,2761,114,2024-03-01,E2E-warehouse-product
63,P001015,4890,454,2024-03-01,E2E-warehouse-product
66,P001047,1681,495,2024-03-01,E2E-warehouse-product
75,P001019,4136,318,2024-03-01,E2E-warehouse-product
73,P001050,3178,168,2024-03-01,E2E-warehouse-product
74,P001043,1594,411,2024-03-01,E2E-warehouse-product
92,P001018,966,58,2024-03-01,E2E-warehouse-product
55,P001019,1407,323,2024-03-01,E2E-warehouse-product
56,P001009,2795,136,2024-03-01,E2E-warehouse-product
96,P001020,2329,95,2024-03-01,E2E-warehouse-product
88,P001049,4820,103,2024-03-01,E2E-warehouse-product
75,P001018,4156,257,2024-03-01,E2E-warehouse-product
53,P001029,1472,196,2024-03-01,E2E-warehouse-product
57,P001037,4764,243,2024-03-01,E2E-warehouse-product
52,P001034,3798,482,2024-03-01,E2E-warehouse-product
72,P001038,3006,57,2024-03-01,E2E-warehouse-product
90,P001047,663,276,2024-03-01,E2E-warehouse-product
66,P001027,4009,409,2024-03-01,E2E-warehouse-product
64,P001050,4679,116,2024-03-01,E2E-warehouse-product
85,P001019,1192,233,2024-03-01,E2E-warehouse-product
74,P001036,4052,490,2024-03-01,E2E-warehouse-product
74,P001020,768,463,2024-03-01,E2E-warehouse-product
73,P001031,4303,362,2024-03-01,E2E-warehouse-product
63,P001016,3184,302,2024-03-01,E2E-warehouse-product
67,P001003,1522,487,2024-03-01,E2E-warehouse-product
65,P001031,637,112,2024-03-01,E2E-warehouse-product
90,P001050,756,133,2024-03-01,E2E-warehouse-product
71,P001036,2234,463,2024-03-01,E2E-warehouse-product
62,P001040,2189,287,2024-03-01,E2E-warehouse-product
51,P001047,2349,368,2024-03-01,E2E-warehouse-product
76,P001025,1595,201,2024-03-01,E2E-warehouse-product
93,P001004,2212,393,2024-03-01,E2E-warehouse-product
81,P001042,2470,347,2024-03-01,E2E-warehouse-product
96,P001030,3923,247,2024-03-01,E2E-warehouse-product
73,P001014,1310,415,2024-03-01,E2E-warehouse-product
57,P001041,1931,254,2024-03-01,E2E-warehouse-product
64,P001032,2522,252,2024-03-01,E2E-warehouse-product
88,P001046,1503,89,2024-03-01,E2E-warehouse-product
74,P001020,3111,108,2024-03-01,E2E-warehouse-product
74,P001017,1875,399,2024-03-01,E2E-warehouse-product
85,P001005,275,278,2024-03-01,E2E-warehouse-product
83,P001028,2852,135,2024-03-01,E2E-warehouse-product
74,P001048,1776,128,2024-03-01,E2E-warehouse-product
89,P001020,2811,268,2024-03-01,E2E-warehouse-product
63,P001002,26,188,2024-03-01,E2E-warehouse-product
60,P001022,2034,161,2024-03-01,E2E-warehouse-product
69,P001026,2319,278,2024-03-01,E2E-warehouse-product
66,P001020,1934,157,2024-03-01,E2E-warehouse-product
59,P001031,1221,356,2024-03-01,E2E-warehouse-product
91,P001033,818,466,2024-03-01,E2E-warehouse-product
61,P001033,4945,231,2024-03-01,E2E-warehouse-product
77,P001028,4106,180,2024-03-01,E2E-warehouse-product
62,P001011,4596,158,2024-03-01,E2E-warehouse-product
58,P001008,1381,258,2024-03-01,E2E-warehouse-product
94,P001042,2272,456,2024-03-01,E2E-warehouse-product
94,P001023,105,159,2024-03-01,E2E-warehouse-product
67,P001005,1951,360,2024-03-01,E2E-warehouse-product
78,P001004,4241,287,2024-03-01,E2E-warehouse-product
60,P001009,34,210,2024-03-01,E2E-warehouse-product
61,P001042,552,310,2024-03-01,E2E-warehouse-product
100,P001012,4303,186,2024-03-01,E2E-warehouse-product
98,P001030,1048,452,2024-03-01,E2E-warehouse-product
73,P001025,2619,470,2024-03-01,E2E-warehouse-product
73,P001037,3212,373,2024-03-01,E2E-warehouse-product
89,P001004,3268,115,2024-03-01,E2E-warehouse-product
100,P001050,380,98,2024-03-01,E2E-warehouse-product
84,P001050,2735,299,2024-03-01,E2E-warehouse-product
85,P001044,258,203,2024-03-01,E2E-warehouse-product
78,P001007,963,293,2024-03-01,E2E-warehouse-product
64,P001038,3295,84,2024-03-01,E2E-warehouse-product
52,P001022,565,188,2024-03-01,E2E-warehouse-product
83,P001046,4901,153,2024-03-01,E2E-warehouse-product
60,P001015,304,100,2024-03-01,E2E-warehouse-product
51,P001041,934,366,2024-03-01,E2E-warehouse-product
71,P001040,353,86,2024-03-01,E2E-warehouse-product
91,P001048,3700,310,2024-03-01,E2E-warehouse-product
98,P001004,1370,140,2024-03-01,E2E-warehouse-product
61,P001049,1324,313,2024-03-01,E2E-warehouse-product
84,P001042,404,87,2024-03-01,E2E-warehouse-product
91,P001004,3163,93,2024-03-01,E2E-warehouse-product
58,P001030,481,110,2024-03-01,E2E-warehouse-product
67,P001006,918,61,2024-03-01,E2E-warehouse-product
87,P001035,3805,438,2024-03-01,E2E-warehouse-product
53,P001046,2432,376,2024-03-01,E2E-warehouse-product
64,P001001,4623,220,2024-03-01,E2E-warehouse-product
51,P001016,4762,161,2024-03-01,E2E-warehouse-product
89,P001047,1617,358,2024-03-01,E2E-warehouse-product
81,P001043,2800,393,2024-03-01,E2E-warehouse-product
53,P001025,3751,291,2024-03-01,E2E-warehouse-product
63,P001008,960,493,2024-03-01,E2E-warehouse-product
52,P001005,4884,52,2024-03-01,E2E-warehouse-product
89,P001036,2078,185,2024-03-01,E2E-warehouse-product
100,P001041,2316,75,2024-03-01,E2E-warehouse-product
65,P001022,2706,241,2024-03-01,E2E-warehouse-product
89,P001041,795,198,2024-03-01,E2E-warehouse-product
57,P001032,2626,480,2024-03-01,E2E-warehouse-product
91,P001005,2428,496,2024-03-01,E2E-warehouse-product
78,P001030,3470,348,2024-03-01,E2E-warehouse-product
56,P001025,2928,200,2024-03-01,E2E-warehouse-product
100,P001017,2966,430,2024-03-01,E2E-warehouse-product
76,P001035,787,150,2024-03-01,E2E-warehouse-product
81,P001030,3375,239,2024-03-01,E2E-warehouse-product
54,P001007,4392,290,2024-03-01,E2E-warehouse-product
87,P001011,4782,446,2024-03-01,E2E-warehouse-product
52,P001024,3007,124,2024-03-01,E2E-warehouse-product
72,P001030,1852,434,2024-03-01,E2E-warehouse-product
90,P001014,332,381,2024-03-01,E2E-warehouse-product
60,P001005,4986,458,2024-03-01,E2E-warehouse-product
96,P001024,723,174,2024-03-01,E2E-warehouse-product
85,P001027,2690,63,2024-03-01,E2E-warehouse-product
56,P001023,4566,356,2024-03-01,E2E-warehouse-product
74,P001047,526,482,2024-03-01,E2E-warehouse-product
88,P001037,3001,497,2024-03-01,E2E-warehouse-product
73,P001038,4811,457,2024-03-01,E2E-warehouse-product
94,P001035,2265,386,2024-03-01,E2E-warehouse-product
93,P001030,3094,487,2024-03-01,E2E-warehouse-product
93,P001045,3870,435,2024-03-01,E2E-warehouse-product
65,P001029,3888,248,2024-03-01,E2E-warehouse-product
67,P001040,394,485,2024-03-01,E2E-warehouse-product
80,P001037,2159,164,2024-03-01,E2E-warehouse-product
69,P001048,2137,382,2024-03-01,E2E-warehouse-product
59,P001010,4607,300,2024-03-01,E2E-warehouse-product
74,P001033,3344,343,2024-03-01,E2E-warehouse-product
77,P001042,4795,69,2024-03-01,E2E-warehouse-product
96,P001015,1747,62,2024-03-01,E2E-warehouse-product
75,P001027,2374,441,2024-03-01,E2E-warehouse-product
100,P001015,3730,126,2024-03-01,E2E-warehouse-product
92,P001019,3400,360,2024-03-01,E2E-warehouse-product
98,P001033,2783,165,2024-03-01,E2E-warehouse-product
58,P001031,1409,87,2024-03-01,E2E-warehouse-product
86,P001049,3171,221,2024-03-01,E2E-warehouse-product
86,P001018,2005,341,2024-03-01,E2E-warehouse-product
92,P001002,4735,250,2024-03-01,E2E-warehouse-product
92,P001014,2783,168,2024-03-01,E2E-warehouse-product
99,P001005,4253,100,2024-03-01,E2E-warehouse-product
53,P001038,3774,55,2024-03-01,E2E-warehouse-product
68,P001004,2135,287,2024-03-01,E2E-warehouse-product
89,P001039,1266,101,2024-03-01,E2E-warehouse-product
91,P001015,4316,454,2024-03-01,E2E-warehouse-product
72,P001011,4090,387,2024-03-01,E2E-warehouse-product
84,P001028,715,268,2024-03-01,E2E-warehouse-product
96,P001029,3781,85,2024-03-01,E2E-warehouse-product
92,P001049,3302,146,2024-03-01,E2E-warehouse-product
83,P001020,1495,110,2024-03-01,E2E-warehouse-product
67,P001007,2803,260,2024-03-01,E2E-warehouse-product
67,P001021,1171,171,2024-03-01,E2E-warehouse-product
56,P001019,3084,474,2024-03-01,E2E-warehouse-product
71,P001026,2431,257,2024-03-01,E2E-warehouse-product
88,P001034,3898,386,2024-03-01,E2E-warehouse-product
94,P001021,1032,193,2024-03-01,E2E-warehouse-product
74,P001010,731,259,2024-03-01,E2E-warehouse-product
55,P001034,2070,133,2024-03-01,E2E-warehouse-product
98,P001021,1600,497,2024-03-01,E2E-warehouse-product
76,P001041,261,216,2024-03-01,E2E-warehouse-product
79,P001031,3840,451,2024-03-01,E2E-warehouse-product
56,P001032,4772,77,2024-03-01,E2E-warehouse-product
65,P001004,4069,261,2024-03-01,E2E-warehouse-product
83,P001044,2485,291,2024-03-01,E2E-warehouse-product
60,P001002,499,355,2024-03-01,E2E-warehouse-product
72,P001004,4636,379,2024-03-01,E2E-warehouse-product
83,P001025,2429,294,2024-03-01,E2E-warehouse-product
59,P001019,1856,388,2024-03-01,E2E-warehouse-product
79,P001015,3016,101,2024-03-01,E2E-warehouse-product
64,P001024,2459,272,2024-03-01,E2E-warehouse-product
70,P001034,3724,226,2024-03-01,E2E-warehouse-product
93,P001027,4559,155,2024-03-01,E2E-warehouse-product
92,P001015,3260,296,2024-03-01,E2E-warehouse-product
55,P001019,1076,361,2024-03-01,E2E-warehouse-product
56,P001003,2289,173,2024-03-01,E2E-warehouse-product
63,P001022,1518,236,2024-03-01,E2E-warehouse-product
96,P001033,818,457,2024-03-01,E2E-warehouse-product
65,P001009,173,228,2024-03-01,E2E-warehouse-product
73,P001039,3579,91,2024-03-01,E2E-warehouse-product
79,P001045,209,96,2024-03-01,E2E-warehouse-product
70,P001029,3971,193,2024-03-01,E2E-warehouse-product
64,P001011,915,314,2024-03-01,E2E-warehouse-product
79,P001049,1411,124,2024-03-01,E2E-warehouse-product
57,P001042,1411,154,2024-03-01,E2E-warehouse-product
63,P001012,1714,463,2024-03-01,E2E-warehouse-product
98,P001015,3031,197,2024-03-01,E2E-warehouse-product
72,P001012,4735,302,2024-03-01,E2E-warehouse-product
60,P001001,3190,297,2024-03-01,E2E-warehouse-product
65,P001014,495,383,2024-03-01,E2E-warehouse-product
54,P001016,2681,334,2024-03-01,E2E-warehouse-product
77,P001029,251,468,2024-03-01,E2E-warehouse-product
80,P001015,1666,51,2024-03-01,E2E-warehouse-product
64,P001025,1005,186,2024-03-01,E2E-warehouse-product
54,P001017,695,102,2024-03-01,E2E-warehouse-product
90,P001009,315,460,2024-03-01,E2E-warehouse-product
65,P001008,2233,88,2024-03-01,E2E-warehouse-product
92,P001050,3942,93,2024-03-01,E2E-warehouse-product
93,P001005,139,90,2024-03-01,E2E-warehouse-product
65,P001035,3097,296,2024-03-01,E2E-warehouse-product
84,P001016,3740,479,2024-03-01,E2E-warehouse-product
85,P001027,1756,478,2024-03-01,E2E-warehouse-product
74,P001033,3968,89,2024-03-01,E2E-warehouse-product
56,P001028,1415,160,2024-03-01,E2E-warehouse-product
56,P001016,4532,170,2024-03-01,E2E-warehouse-product
62,P001034,170,144,2024-03-01,E2E-warehouse-product
65,P001024,2933,454,2024-03-01,E2E-warehouse-product
93,P001043,3052,451,2024-03-01,E2E-warehouse-product
92,P001005,3095,123,2024-03-01,E2E-warehouse-product
65,P001044,4814,274,2024-03-01,E2E-warehouse-product
58,P001050,4989,129,2024-03-01,E2E-warehouse-product
100,P001037,3624,318,2024-03-01,E2E-warehouse-product
87,P001044,991,82,2024-03-01,E2E-warehouse-product
98,P001025,443,218,2024-03-01,E2E-warehouse-product
97,P001028,1928,494,2024-03-01,E2E-warehouse-product
59,P001022,2956,180,2024-03-01,E2E-warehouse-product
97,P001029,2841,323,2024-03-01,E2E-warehouse-product
66,P001022,2501,80,2024-03-01,E2E-warehouse-product
72,P001031,3399,329,2024-03-01,E2E-warehouse-product
52,P001028,1601,297,2024-03-01,E2E-warehouse-product
72,P001023,3360,336,2024-03-01,E2E-warehouse-product
74,P001049,1345,443,2024-03-01,E2E-warehouse-product
94,P001003,3189,491,2024-03-01,E2E-warehouse-product
58,P001036,1048,486,2024-03-01,E2E-warehouse-product
51,P001025,2298,240,2024-03-01,E2E-warehouse-product
77,P001046,3259,334,2024-03-01,E2E-warehouse-product
52,P001016,161,173,2024-03-01,E2E-warehouse-product
87,P001022,1558,318,2024-03-01,E2E-warehouse-product
58,P001031,4908,87,2024-03-01,E2E-warehouse-product
70,P001012,1037,406,2024-03-01,E2E-warehouse-product
98,P001025,4372,251,2024-03-01,E2E-warehouse-product
78,P001024,4288,478,2024-03-01,E2E-warehouse-product
93,P001003,4469,216,2024-03-01,E2E-warehouse-product
70,P001004,424,331,2024-03-01,E2E-warehouse-product
93,P001039,2001,123,2024-03-01,E2E-warehouse-product
82,P001047,4514,55,2024-03-01,E2E-warehouse-product
84,P001019,2813,485,2024-03-01,E2E-warehouse-product
81,P001030,4369,305,2024-03-01,E2E-warehouse-product
92,P001005,86,123,2024-03-01,E2E-warehouse-product
71,P001042,1734,206,2024-03-01,E2E-warehouse-product
51,P001006,1263,100,2024-03-01,E2E-warehouse-product
61,P001041,591,436,2024-03-01,E2E-warehouse-product
61,P001045,472,478,2024-03-01,E2E-warehouse-product
65,P001005,3206,499,2024-03-01,E2E-warehouse-product
60,P001021,2476,164,2024-03-01,E2E-warehouse-product
72,P001042,4624,180,2024-03-01,E2E-warehouse-product
70,P001008,196,137,2024-03-01,E2E-warehouse-product
87,P001001,4081,177,2024-03-01,E2E-warehouse-product
97,P001019,4534,303,2024-03-01,E2E-warehouse-product
67,P001020,2062,57,2024-03-01,E2E-warehouse-product
78,P001020,642,406,2024-03-01,E2E-warehouse-product
75,P001037,2895,236,2024-03-01,E2E-warehouse-product
67,P001032,4195,461,2024-03-01,E2E-warehouse-product
70,P001019,2074,274,2024-03-01,E2E-warehouse-product
84,P001001,1078,148,2024-03-01,E2E-warehouse-product
75,P001026,711,230,2024-03-01,E2E-warehouse-product
99,P001047,3319,111,2024-03-01,E2E-warehouse-product
66,P001043,451,350,2024-03-01,E2E-warehouse-product
71,P001044,4447,58,2024-03-01,E2E-warehouse-product
89,P001046,3105,225,2024-03-01,E2E-warehouse-product
73,P001044,4848,241,2024-03-01,E2E-warehouse-product
71,P001027,661,490,2024-03-01,E2E-warehouse-product
91,P001028,2811,204,2024-03-01,E2E-warehouse-product
68,P001047,4730,149,2024-03-01,E2E-warehouse-product
78,P001017,2858,258,2024-03-01,E2E-warehouse-product
71,P001020,3264,355,2024-03-01,E2E-warehouse-product
54,P001029,3250,338,2024-03-01,E2E-warehouse-product
58,P001012,3048,330,2024-03-01,E2E-warehouse-product
99,P001037,3545,363,2024-03-01,E2E-warehouse-product
57,P001024,780,365,2024-03-01,E2E-warehouse-product
91,P001025,575,432,2024-03-01,E2E-warehouse-product
55,P001040,1191,246,2024-03-01,E2E-warehouse-product
94,P001025,2064,418,2024-03-01,E2E-warehouse-product
70,P001025,4073,209,2024-03-01,E2E-warehouse-product
85,P001041,3118,438,2024-03-01,E2E-warehouse-product
97,P001017,2960,350,2024-03-01,E2E-warehouse-product
95,P001028,1861,415,2024-03-01,E2E-warehouse-product
68,P001027,871,273,2024-03-01,E2E-warehouse-product
80,P001038,3113,355,2024-03-01,E2E-warehouse-product
69,P001013,735,205,2024-03-01,E2E-warehouse-product
65,P001036,4592,220,2024-03-01,E2E-warehouse-product
70,P001026,2086,480,2024-03-01,E2E-warehouse-product
93,P001042,1664,154,2024-03-01,E2E-warehouse-product
94,P001035,2284,432,2024-03-01,E2E-warehouse-product
92,P001032,1421,227,2024-03-01,E2E-warehouse-product
79,P001004,859,414,2024-03-01,E2E-warehouse-product
53,P001005,2680,345,2024-03-01,E2E-warehouse-product
90,P001015,716,215,2024-03-01,E2E-warehouse-product
78,P001015,109,187,2024-03-01,E2E-warehouse-product
88,P001035,1306,298,2024-03-01,E2E-warehouse-product
66,P001006,2048,245,2024-03-01,E2E-warehouse-product
