customer_id,segment,loyalty_tier,demo_score,load_date,record_source
42,WHOLESALE,BRONZE,72,2024-02-01,E2E-customer-demo
43,RETAIL,GOLD,83,2024-02-01,E2E-customer-demo
44,WHOLESALE,BRONZE,93,2024-02-01,E2E-customer-demo
45,RETAIL,GOLD,68,2024-02-01,E2E-customer-demo
46,WHOLESALE,SILVER,55,2024-02-01,E2E-customer-demo
47,RETAIL,PLATINUM,76,2024-02-01,E2E-customer-demo
48,ONLINE,GOLD,86,2024-02-01,E2E-customer-demo
49,ONLINE,SILVER,40,2024-02-01,E2E-customer-demo
50,RETAIL,SILVER,88,2024-02-01,E2E-customer-demo
51,RETAIL,SILVER,77,2024-02-01,E2E-customer-demo
52,RETAIL,PLATINUM,46,2024-02-01,E2E-customer-demo
53,RETAIL,PLATINUM,42,2024-02-01,E2E-customer-demo
54,WHOLESALE,GOLD,70,2024-02-01,E2E-customer-demo
55,ONLINE,SILVER,88,2024-02-01,E2E-customer-demo
56,ONLINE,PLATINUM,43,2024-02-01,E2E-customer-demo
57,RETAIL,GOLD,54,2024-02-01,E2E-customer-demo
58,WHOLESALE,BRONZE,46,2024-02-01,E2E-customer-demo
59,ONLINE,PLATINUM,57,2024-02-01,E2E-customer-demo
60,RETAIL,SILVER,59,2024-02-01,E2E-customer-demo
61,WHOLESALE,BRONZE,53,2024-02-01,E2E-customer-demo
62,WHOLESALE,GOLD,97,2024-02-01,E2E-customer-demo
63,RETAIL,SILVER,45,2024-02-01,E2E-customer-demo
64,WHOLESALE,GOLD,43,2024-02-01,E2E-customer-demo
65,ONLINE,BRONZE,70,2024-02-01,E2E-customer-demo
66,RETAIL,PLATINUM,76,2024-02-01,E2E-customer-demo
67,RETAIL,BRONZE,67,2024-02-01,E2E-customer-demo
68,ONLINE,BRONZE,90,2024-02-01,E2E-customer-demo
69,RETAIL,SILVER,60,2024-02-01,E2E-customer-demo
70,ONLINE,GOLD,52,2024-02-01,E2E-customer-demo
71,RETAIL,PLATINUM,90,2024-02-01,E2E-customer-demo
72,WHOLESALE,BRONZE,55,2024-02-01,E2E-customer-demo
73,ONLINE,GOLD,55,2024-02-01,E2E-customer-demo
74,WHOLESALE,GOLD,48,2024-02-01,E2E-customer-demo
75,ONLINE,PLATINUM,92,2024-02-01,E2E-customer-demo
76,WHOLESALE,BRONZE,86,2024-02-01,E2E-customer-demo
77,ONLINE,SILVER,84,2024-02-01,E2E-customer-demo
78,ONLINE,PLATINUM,88,2024-02-01,E2E-customer-demo
79,ONLINE,GOLD,75,2024-02-01,E2E-customer-demo
80,RETAIL,BRONZE,97,2024-02-01,E2E-customer-demo
81,RETAIL,PLATINUM,57,2024-02-01,E2E-customer-demo
82,RETAIL,BRONZE,85,2024-02-01,E2E-customer-demo
83,WHOLESALE,PLATINUM,94,2024-02-01,E2E-customer-demo
84,ONLINE,PLATINUM,81,2024-02-01,E2E-customer-demo
85,ONLINE,PLATINUM,65,2024-02-01,E2E-customer-demo
86,RETAIL,PLATINUM,43,2024-02-01,E2E-customer-demo
87,RETAIL,BRONZE,97,2024-02-01,E2E-customer-demo
88,ONLINE,SILVER,93,2024-02-01,E2E-customer-demo
89,ONLINE,PLATINUM,43,2024-02-01,E2E-customer-demo
90,RETAIL,SILVER,55,2024-02-01,E2E-customer-demo
91,RETAIL,GOLD,55,2024-02-01,E2E-customer-demo
92,RETAIL,BRONZE,50,2024-02-01,E2E-customer-demo
93,RETAIL,SILVER,41,2024-02-01,E2E-customer-demo
94,WHOLESALE,GOLD,85,2024-02-01,E2E-customer-demo
95,WHOLESALE,PLATINUM,79,2024-02-01,E2E-customer-demo
96,WHOLESALE,GOLD,92,2024-02-01,E2E-customer-demo
97,WHOLESALE,SILVER,69,2024-02-01,E2E-customer-demo
98,RETAIL,GOLD,91,2024-02-01,E2E-customer-demo
99,WHOLESALE,SILVER,55,2024-02-01,E2E-customer-demo
100,ONLINE,SILVER,57,2024-02-01,E2E-customer-demo
10001,ONLINE,BRONZE,71,2024-02-01,E2E-customer-demo
10002,WHOLESALE,PLATINUM,95,2024-02-01,E2E-customer-demo
10003,WHOLESALE,GOLD,56,2024-02-01,E2E-customer-demo
10004,ONLINE,GOLD,72,2024-02-01,E2E-customer-demo
10005,ONLINE,GOLD,55,2024-02-01,E2E-customer-demo
10006,WHOLESALE,SILVER,77,2024-02-01,E2E-customer-demo
10007,ONLINE,PLATINUM,44,2024-02-01,E2E-customer-demo
10008,WHOLESALE,BRONZE,93,2024-02-01,E2E-customer-demo
10009,RETAIL,SILVER,91,2024-02-01,E2E-customer-demo
10010,ONLINE,SILVER,95,2024-02-01,E2E-customer-demo
10011,RETAIL,SILVER,65,2024-02-01,E2E-customer-demo
10012,WHOLESALE,SILVER,51,2024-02-01,E2E-customer-demo
10013,WHOLESALE,GOLD,57,2024-02-01,E2E-customer-demo
10014,RETAIL,PLATINUM,91,2024-02-01,E2E-customer-demo
10015,ONLINE,BRONZE,52,2024-02-01,E2E-customer-demo
10016,WHOLESALE,PLATINUM,81,2024-02-01,E2E-customer-demo
10017,RETAIL,BRONZE,69,2024-02-01,E2E-customer-demo
10018,WHOLESALE,BRONZE,42,2024-02-01,E2E-customer-demo
10019,RETAIL,SILVER,71,2024-02-01,E2E-customer-demo
10020,ONLINE,GOLD,92,2024-02-01,E2E-customer-demo
10021,RETAIL,PLATINUM,63,2024-02-01,E2E-customer-demo
10022,ONLINE,PLATINUM,58,2024-02-01,E2E-customer-demo
10023,ONLINE,PLATINUM,57,2024-02-01,E2E-customer-demo
10024,WHOLESALE,PLATINUM,83,2024-02-01,E2E-customer-demo
10025,ONLINE,SILVER,83,2024-02-01,E2E-customer-demo
10026,WHOLESALE,SILVER,71,2024-02-01,E2E-customer-demo
10027,ONLINE,BRONZE,56,2024-02-01,E2E-customer-demo
10028,RETAIL,SILVER,49,2024-02-01,E2E-customer-demo
10029,WHOLESALE,GOLD,97,2024-02-01,E2E-customer-demo
10030,RETAIL,BRONZE,93,2024-02-01,E2E-customer-demo
10031,RETAIL,PLATINUM,66,2024-02-01,E2E-customer-demo
10032,RETAIL,GOLD,47,2024-02-01,E2E-customer-demo
10033,WHOLESALE,PLATINUM,57,2024-02-01,E2E-customer-demo
10034,RETAIL,PLATINUM,56,2024-02-01,E2E-customer-demo
10035,RETAIL,BRONZE,44,2024-02-01,E2E-customer-demo
10036,ONLINE,SILVER,65,2024-02-01,E2E-customer-demo
10037,RETAIL,GOLD,87,2024-02-01,E2E-customer-demo
10038,WHOLESALE,BRONZE,57,2024-02-01,E2E-customer-demo
10039,ONLINE,SILVER,72,2024-02-01,E2E-customer-demo
10040,RETAIL,BRONZE,40,2024-02-01,E2E-customer-demo
10041,ONLINE,BRONZE,53,2024-02-01,E2E-customer-demo
10042,WHOLESALE,BRONZE,99,2024-02-01,E2E-customer-demo
10043,RETAIL,SILVER,46,2024-02-01,E2E-customer-demo
10044,WHOLESALE,SILVER,54,2024-02-01,E2E-customer-demo
10045,ONLINE,PLATINUM,92,2024-02-01,E2E-customer-demo
10046,ONLINE,PLATINUM,80,2024-02-01,E2E-customer-demo
10047,ONLINE,BRONZE,59,2024-02-01,E2E-customer-demo
10048,WHOLESALE,SILVER,52,2024-02-01,E2E-customer-demo
10049,ONLINE,PLATINUM,98,2024-02-01,E2E-customer-demo
10050,WHOLESALE,BRONZE,59,2024-02-01,E2E-customer-demo
10051,ONLINE,BRONZE,75,2024-02-01,E2E-customer-demo
10052,WHOLESALE,GOLD,92,2024-02-01,E2E-customer-demo
10053,WHOLESALE,GOLD,54,2024-02-01,E2E-customer-demo
10054,RETAIL,SILVER,98,2024-02-01,E2E-customer-demo
10055,RETAIL,BRONZE,64,2024-02-01,E2E-customer-demo
10056,ONLINE,BRONZE,83,2024-02-01,E2E-customer-demo
10057,ONLINE,GOLD,93,2024-02-01,E2E-customer-demo
10058,ONLINE,BRONZE,54,2024-02-01,E2E-customer-demo
10059,ONLINE,PLATINUM,50,2024-02-01,E2E-customer-demo
10060,RETAIL,SILVER,57,2024-02-01,E2E-customer-demo
10061,ONLINE,GOLD,44,2024-02-01,E2E-customer-demo
10062,WHOLESALE,PLATINUM,43,2024-02-01,E2E-customer-demo
10063,ONLINE,SILVER,64,2024-02-01,E2E-customer-demo
10064,RETAIL,PLATINUM,68,2024-02-01,E2E-customer-demo
10065,ONLINE,PLATINUM,79,2024-02-01,E2E-customer-demo
10066,WHOLESALE,GOLD,86,2024-02-01,E2E-customer-demo
10067,WHOLESALE,SILVER,52,2024-02-01,E2E-customer-demo
10068,WHOLESALE,GOLD,86,2024-02-01,E2E-customer-demo
10069,WHOLESALE,PLATINUM,45,2024-02-01,E2E-customer-demo
10070,RETAIL,SILVER,71,2024-02-01,E2E-customer-demo
10071,WHOLESALE,BRONZE,82,2024-02-01,E2E-customer-demo
10072,RETAIL,BRONZE,54,2024-02-01,E2E-customer-demo
10073,RETAIL,BRONZE,78,2024-02-01,E2E-customer-demo
10074,RETAIL,SILVER,95,2024-02-01,E2E-customer-demo
10075,WHOLESALE,SILVER,60,2024-02-01,E2E-customer-demo
10076,RETAIL,GOLD,44,2024-02-01,E2E-customer-demo
10077,RETAIL,PLATINUM,63,2024-02-01,E2E-customer-demo
10078,RETAIL,GOLD,98,2024-02-01,E2E-customer-demo
10079,ONLINE,PLATINUM,93,2024-02-01,E2E-customer-demo
10080,ONLINE,GOLD,48,2024-02-01,E2E-customer-demo
10081,WHOLESALE,GOLD,92,2024-02-01,E2E-customer-demo
10082,ONLINE,GOLD,90,2024-02-01,E2E-customer-demo
10083,RETAIL,GOLD,41,2024-02-01,E2E-customer-demo
10084,WHOLESALE,BRONZE,73,2024-02-01,E2E-customer-demo
10085,ONLINE,BRONZE,93,2024-02-01,E2E-customer-demo
10086,ONLINE,BRONZE,91,2024-02-01,E2E-customer-demo
10087,RETAIL,BRONZE,58,2024-02-01,E2E-customer-demo
10088,RETAIL,PLATINUM,52,2024-02-01,E2E-customer-demo
10089,ONLINE,SILVER,53,2024-02-01,E2E-customer-demo
10090,ONLINE,SILVER,55,2024-02-01,E2E-customer-demo
10091,RETAIL,SILVER,79,2024-02-01,E2E-customer-demo
10092,WHOLESALE,SILVER,58,2024-02-01,E2E-customer-demo
10093,RETAIL,GOLD,69,2024-02-01,E2E-customer-demo
10094,WHOLESALE,SILVER,97,2024-02-01,E2E-customer-demo
10095,WHOLESALE,PLATINUM,87,2024-02-01,E2E-customer-demo
10096,WHOLESALE,BRONZE,77,2024-02-01,E2E-customer-demo
10097,ONLINE,SILVER,75,2024-02-01,E2E-customer-demo
10098,RETAIL,SILVER,66,2024-02-01,E2E-customer-demo
10099,RETAIL,SILVER,74,2024-02-01,E2E-customer-demo
10100,WHOLESALE,GOLD,90,2024-02-01,E2E-customer-demo
