order_id,customer_id,order_date,shipping_date,delivery_date,order_status,total_amount,load_date,record_source
O100021,4728,2024-04-17,2024-04-20,2024-04-23,DELIVERED,439.01,2024-04-01,E2E-order-header
O100022,5748,2024-04-05,2024-04-06,2024-04-09,CANCELLED,1497.73,2024-04-01,E2E-order-header
O100023,845,2024-04-12,2024-04-13,2024-04-15,DELIVERED,1346.25,2024-04-01,E2E-order-header
O100024,4637,2024-04-25,2024-04-27,2024-04-30,NEW,1647.59,2024-04-01,E2E-order-header
O100025,2185,2024-04-22,2024-04-23,2024-04-24,DELIVERED,837.6,2024-04-01,E2E-order-header
O100026,6257,2024-04-01,2024-04-02,2024-04-03,DELIVERED,2121.38,2024-04-01,E2E-order-header
O100027,7960,2024-04-15,2024-04-16,2024-04-18,CANCELLED,150.69,2024-04-01,E2E-order-header
O100028,8810,2024-04-26,2024-04-28,2024-05-02,DELIVERED,208.62,2024-04-01,E2E-order-header
O100029,6769,2024-04-22,2024-04-23,2024-04-24,SHIPPED,1354.38,2024-04-01,E2E-order-header
O100030,4509,2024-04-28,2024-05-01,2024-05-04,CANCELLED,1515.05,2024-04-01,E2E-order-header
O100031,8452,2024-04-21,2024-04-24,2024-04-29,CANCELLED,1274.23,2024-04-01,E2E-order-header
O100032,5547,2024-04-23,2024-04-26,2024-04-28,DELIVERED,2042.39,2024-04-01,E2E-order-header
O100033,1701,2024-04-18,2024-04-20,2024-04-25,CANCELLED,2137.51,2024-04-01,E2E-order-header
O100034,911,2024-04-23,2024-04-26,2024-05-01,NEW,2136.62,2024-04-01,E2E-order-header
O100035,5671,2024-04-22,2024-04-24,2024-04-28,CANCELLED,1913.12,2024-04-01,E2E-order-header
O100036,1448,2024-04-04,2024-04-07,2024-04-12,DELIVERED,1352.1,2024-04-01,E2E-order-header
O100037,8586,2024-04-08,2024-04-09,2024-04-12,DELIVERED,437.98,2024-04-01,E2E-order-header
O100038,3560,2024-04-02,2024-04-03,2024-04-04,CANCELLED,2059.51,2024-04-01,E2E-order-header
O100039,4500,2024-04-01,2024-04-02,2024-04-05,DELIVERED,1647.64,2024-04-01,E2E-order-header
O100040,4020,2024-04-27,2024-04-29,2024-05-03,CANCELLED,1206.01,2024-04-01,E2E-order-header
O100041,3679,2024-04-10,2024-04-12,2024-04-14,NEW,1423.29,2024-04-01,E2E-order-header
O100042,430,2024-04-01,2024-04-02,2024-04-07,CANCELLED,1962.87,2024-04-01,E2E-order-header
O100043,9783,2024-04-03,2024-04-06,2024-04-08,NEW,417.23,2024-04-01,E2E-order-header
O100044,5353,2024-04-28,2024-04-29,2024-05-03,DELIVERED,1185.19,2024-04-01,E2E-order-header
O100045,1685,2024-04-25,2024-04-27,2024-05-02,CANCELLED,2227.58,2024-04-01,E2E-order-header
O100046,6124,2024-04-12,2024-04-14,2024-04-17,DELIVERED,1585.82,2024-04-01,E2E-order-header
O100047,6822,2024-04-05,2024-04-07,2024-04-08,CANCELLED,1670.63,2024-04-01,E2E-order-header
O100048,4108,2024-04-08,2024-04-10,2024-04-14,SHIPPED,1335.61,2024-04-01,E2E-order-header
O100049,1657,2024-04-16,2024-04-17,2024-04-22,CANCELLED,1597.77,2024-04-01,E2E-order-header
O100050,8240,2024-04-19,2024-04-21,2024-04-25,DELIVERED,1275.86,2024-04-01,E2E-order-header
O100051,6658,2024-04-09,2024-04-11,2024-04-13,NEW,1460.34,2024-04-01,E2E-order-header
O100052,377,2024-04-01,2024-04-02,2024-04-07,NEW,1411.6,2024-04-01,E2E-order-header
O100053,8747,2024-04-27,2024-04-29,2024-05-04,NEW,863.7,2024-04-01,E2E-order-header
O100054,9158,2024-04-04,2024-04-05,2024-04-07,NEW,601.02,2024-04-01,E2E-order-header
O100055,4997,2024-04-09,2024-04-10,2024-04-11,NEW,1047.1,2024-04-01,E2E-order-header
O100056,2134,2024-04-17,2024-04-20,2024-04-23,DELIVERED,482.47,2024-04-01,E2E-order-header
O100057,6888,2024-04-04,2024-04-07,2024-04-09,CANCELLED,1648.9,2024-04-01,E2E-order-header
O100058,3305,2024-04-14,2024-04-16,2024-04-17,DELIVERED,812.16,2024-04-01,E2E-order-header
O100059,2749,2024-04-10,2024-04-11,2024-04-15,CANCELLED,1186.03,2024-04-01,E2E-order-header
O100060,9749,2024-04-25,2024-04-27,2024-04-30,SHIPPED,2030.45,2024-04-01,E2E-order-header
O100061,6924,2024-04-06,2024-04-09,2024-04-14,DELIVERED,2089.15,2024-04-01,E2E-order-header
O100062,8208,2024-04-11,2024-04-14,2024-04-19,CANCELLED,2136.31,2024-04-01,E2E-order-header
O100063,5055,2024-04-07,2024-04-09,2024-04-10,DELIVERED,1732.91,2024-04-01,E2E-order-header
O100064,8669,2024-04-06,2024-04-07,2024-04-08,SHIPPED,199.68,2024-04-01,E2E-order-header
O100065,3405,2024-04-19,2024-04-22,2024-04-26,DELIVERED,546.35,2024-04-01,E2E-order-header
O100066,5648,2024-04-24,2024-04-25,2024-04-28,DELIVERED,538.34,2024-04-01,E2E-order-header
O100067,6227,2024-04-23,2024-04-25,2024-04-28,SHIPPED,1695.46,2024-04-01,E2E-order-header
O100068,4792,2024-04-06,2024-04-08,2024-04-11,DELIVERED,1391.57,2024-04-01,E2E-order-header
O100069,866,2024-04-02,2024-04-04,2024-04-06,CANCELLED,1213.38,2024-04-01,E2E-order-header
O100070,2719,2024-04-09,2024-04-11,2024-04-14,DELIVERED,1343.6,2024-04-01,E2E-order-header
O100071,281,2024-04-26,2024-04-27,2024-05-02,CANCELLED,1628.16,2024-04-01,E2E-order-header
O100072,2950,2024-04-11,2024-04-14,2024-04-17,NEW,412.03,2024-04-01,E2E-order-header
O100073,1430,2024-04-12,2024-04-13,2024-04-16,SHIPPED,689.37,2024-04-01,E2E-order-header
O100074,3356,2024-04-02,2024-04-05,2024-04-06,NEW,167.04,2024-04-01,E2E-order-header
O100075,8372,2024-04-22,2024-04-24,2024-04-25,CANCELLED,2419.27,2024-04-01,E2E-order-header
O100076,1159,2024-04-13,2024-04-14,2024-04-15,NEW,1252.15,2024-04-01,E2E-order-header
O100077,4470,2024-04-03,2024-04-06,2024-04-10,NEW,642.73,2024-04-01,E2E-order-header
O100078,2576,2024-04-14,2024-04-17,2024-04-21,CANCELLED,596.27,2024-04-01,E2E-order-header
O100079,9803,2024-04-09,2024-04-12,2024-04-13,SHIPPED,314.27,2024-04-01,E2E-order-header
O100080,7595,2024-04-15,2024-04-18,2024-04-23,NEW,2275.44,2024-04-01,E2E-order-header
O100081,3867,2024-04-28,2024-04-29,2024-04-30,SHIPPED,249.39,2024-04-01,E2E-order-header
O100082,7444,2024-04-20,2024-04-23,2024-04-27,DELIVERED,237.34,2024-04-01,E2E-order-header
O100083,9327,2024-04-06,2024-04-07,2024-04-09,DELIVERED,1994.32,2024-04-01,E2E-order-header
O100084,5536,2024-04-13,2024-04-16,2024-04-20,NEW,263.68,2024-04-01,E2E-order-header
O100085,2884,2024-04-21,2024-04-22,2024-04-26,NEW,2045.6,2024-04-01,E2E-order-header
O100086,7692,2024-04-08,2024-04-09,2024-04-14,DELIVERED,585.48,2024-04-01,E2E-order-header
O100087,812,2024-04-05,2024-04-07,2024-04-08,SHIPPED,751.08,2024-04-01,E2E-order-header
O100088,113,2024-04-23,2024-04-26,2024-04-28,CANCELLED,1791.22,2024-04-01,E2E-order-header
O100089,6031,2024-04-03,2024-04-06,2024-04-08,CANCELLED,1993.94,2024-04-01,E2E-order-header
O100090,640,2024-04-27,2024-04-28,2024-05-03,CANCELLED,888.57,2024-04-01,E2E-order-header
O100091,9212,2024-04-08,2024-04-11,2024-04-13,SHIPPED,366.66,2024-04-01,E2E-order-header
O100092,7263,2024-04-14,2024-04-15,2024-04-18,CANCELLED,1124.63,2024-04-01,E2E-order-header
O100093,1623,2024-04-09,2024-04-10,2024-04-11,NEW,865.8,2024-04-01,E2E-order-header
O100094,7317,2024-04-11,2024-04-13,2024-04-16,DELIVERED,1639.64,2024-04-01,E2E-order-header
O100095,7136,2024-04-03,2024-04-05,2024-04-07,SHIPPED,236.28,2024-04-01,E2E-order-header
O100096,4601,2024-04-03,2024-04-04,2024-04-07,CANCELLED,1409.63,2024-04-01,E2E-order-header
O100097,7541,2024-04-18,2024-04-20,2024-04-25,DELIVERED,1441.47,2024-04-01,E2E-order-header
O100098,1894,2024-04-16,2024-04-17,2024-04-22,DELIVERED,826.92,2024-04-01,E2E-order-header
O100099,8642,2024-04-08,2024-04-11,2024-04-14,SHIPPED,1804.26,2024-04-01,E2E-order-header
O100100,765,2024-04-24,2024-04-26,2024-04-29,DELIVERED,1573.86,2024-04-01,E2E-order-header
O100101,6793,2024-04-21,2024-04-24,2024-04-29,SHIPPED,2252.3,2024-04-01,E2E-order-header
O100102,2141,2024-04-17,2024-04-18,2024-04-21,NEW,648.76,2024-04-01,E2E-order-header
O100103,7473,2024-04-04,2024-04-05,2024-04-08,DELIVERED,2350.72,2024-04-01,E2E-order-header
O100104,7293,2024-04-12,2024-04-14,2024-04-17,NEW,973.43,2024-04-01,E2E-order-header
O100105,4948,2024-04-16,2024-04-18,2024-04-22,DELIVERED,1947.15,2024-04-01,E2E-order-header
O100106,3609,2024-04-09,2024-04-12,2024-04-16,DELIVERED,2071.46,2024-04-01,E2E-order-header
O100107,6987,2024-04-20,2024-04-23,2024-04-28,SHIPPED,1458.68,2024-04-01,E2E-order-header
O100108,2080,2024-04-11,2024-04-12,2024-04-17,NEW,2445.71,2024-04-01,E2E-order-header
O100109,7494,2024-04-11,2024-04-13,2024-04-16,SHIPPED,1397.54,2024-04-01,E2E-order-header
O100110,6317,2024-04-24,2024-04-26,2024-04-30,CANCELLED,1664.3,2024-04-01,E2E-order-header
O100111,8445,2024-04-19,2024-04-22,2024-04-24,DELIVERED,38.78,2024-04-01,E2E-order-header
O100112,4161,2024-04-28,2024-04-29,2024-05-01,DELIVERED,1658.61,2024-04-01,E2E-order-header
O100113,7948,2024-04-11,2024-04-13,2024-04-15,SHIPPED,1102.15,2024-04-01,E2E-order-header
O100114,508,2024-04-17,2024-04-18,2024-04-23,NEW,456.63,2024-04-01,E2E-order-header
O100115,6629,2024-04-05,2024-04-08,2024-04-11,NEW,1135.03,2024-04-01,E2E-order-header
O100116,2397,2024-04-21,2024-04-24,2024-04-29,SHIPPED,2069.81,2024-04-01,E2E-order-header
O100117,6603,2024-04-13,2024-04-16,2024-04-18,SHIPPED,344.04,2024-04-01,E2E-order-header
O100118,2381,2024-04-10,2024-04-12,2024-04-15,CANCELLED,50.56,2024-04-01,E2E-order-header
O100119,2600,2024-04-05,2024-04-07,2024-04-08,CANCELLED,1627.27,2024-04-01,E2E-order-header
O100120,10064,2024-04-02,2024-04-03,2024-04-05,CANCELLED,2429.15,2024-04-01,E2E-order-header
O100121,7976,2024-04-20,2024-04-23,2024-04-25,CANCELLED,117.66,2024-04-01,E2E-order-header
O100122,343,2024-04-04,2024-04-07,2024-04-12,DELIVERED,1426.67,2024-04-01,E2E-order-header
O100123,6255,2024-04-19,2024-04-20,2024-04-24,DELIVERED,702.3,2024-04-01,E2E-order-header
O100124,4609,2024-04-03,2024-04-04,2024-04-06,SHIPPED,421.54,2024-04-01,E2E-order-header
O100125,6833,2024-04-19,2024-04-20,2024-04-23,CANCELLED,897.44,2024-04-01,E2E-order-header
O100126,1629,2024-04-02,2024-04-03,2024-04-05,NEW,1971.99,2024-04-01,E2E-order-header
O100127,1341,2024-04-09,2024-04-11,2024-04-15,CANCELLED,1633.99,2024-04-01,E2E-order-header
O100128,7683,2024-04-22,2024-04-23,2024-04-28,SHIPPED,649.32,2024-04-01,E2E-order-header
O100129,6541,2024-04-24,2024-04-27,2024-04-30,DELIVERED,1227.92,2024-04-01,E2E-order-header
O100130,4681,2024-04-24,2024-04-26,2024-04-30,CANCELLED,1407.93,2024-04-01,E2E-order-header
O100131,9913,2024-04-17,2024-04-19,2024-04-20,CANCELLED,2036.45,2024-04-01,E2E-order-header
O100132,5993,2024-04-03,2024-04-04,2024-04-09,SHIPPED,2354.3,2024-04-01,E2E-order-header
O100133,9261,2024-04-23,2024-04-26,2024-04-29,DELIVERED,2340.72,2024-04-01,E2E-order-header
O100134,2423,2024-04-12,2024-04-13,2024-04-18,NEW,279.96,2024-04-01,E2E-order-header
O100135,3128,2024-04-25,2024-04-28,2024-04-30,NEW,785.71,2024-04-01,E2E-order-header
O100136,8662,2024-04-03,2024-04-06,2024-04-07,NEW,998.11,2024-04-01,E2E-order-header
O100137,9374,2024-04-19,2024-04-21,2024-04-23,SHIPPED,2479.92,2024-04-01,E2E-order-header
O100138,3753,2024-04-09,2024-04-11,2024-04-16,DELIVERED,1039.61,2024-04-01,E2E-order-header
O100139,1920,2024-04-24,2024-04-26,2024-04-28,NEW,1360.08,2024-04-01,E2E-order-header
O100140,2602,2024-04-11,2024-04-14,2024-04-19,DELIVERED,1926.4,2024-04-01,E2E-order-header
O100141,1506,2024-04-16,2024-04-18,2024-04-21,DELIVERED,1867.09,2024-04-01,E2E-order-header
O100142,10033,2024-04-14,2024-04-15,2024-04-18,DELIVERED,2125.39,2024-04-01,E2E-order-header
O100143,5037,2024-04-23,2024-04-26,2024-04-30,DELIVERED,2257.54,2024-04-01,E2E-order-header
O100144,2281,2024-04-12,2024-04-14,2024-04-19,CANCELLED,2239.92,2024-04-01,E2E-order-header
O100145,2280,2024-04-18,2024-04-20,2024-04-24,SHIPPED,387.91,2024-04-01,E2E-order-header
O100146,9329,2024-04-09,2024-04-11,2024-04-12,CANCELLED,590.78,2024-04-01,E2E-order-header
O100147,9982,2024-04-11,2024-04-14,2024-04-16,SHIPPED,943.38,2024-04-01,E2E-order-header
O100148,1132,2024-04-22,2024-04-25,2024-04-26,SHIPPED,2302.09,2024-04-01,E2E-order-header
O100149,2237,2024-04-21,2024-04-23,2024-04-28,DELIVERED,1346.24,2024-04-01,E2E-order-header
O100150,4419,2024-04-15,2024-04-17,2024-04-21,SHIPPED,1245.23,2024-04-01,E2E-order-header
O100151,4131,2024-04-26,2024-04-27,2024-04-28,NEW,482.47,2024-04-01,E2E-order-header
O100152,9866,2024-04-03,2024-04-04,2024-04-09,DELIVERED,2436.73,2024-04-01,E2E-order-header
O100153,3618,2024-04-01,2024-04-02,2024-04-07,CANCELLED,1237.68,2024-04-01,E2E-order-header
O100154,9117,2024-04-09,2024-04-10,2024-04-15,SHIPPED,1179.49,2024-04-01,E2E-order-header
O100155,510,2024-04-28,2024-04-30,2024-05-03,SHIPPED,96.04,2024-04-01,E2E-order-header
O100156,431,2024-04-02,2024-04-03,2024-04-06,SHIPPED,826.85,2024-04-01,E2E-order-header
O100157,8063,2024-04-08,2024-04-10,2024-04-14,SHIPPED,1220.23,2024-04-01,E2E-order-header
O100158,7051,2024-04-19,2024-04-21,2024-04-26,DELIVERED,1594.05,2024-04-01,E2E-order-header
O100159,5744,2024-04-01,2024-04-03,2024-04-07,SHIPPED,612.86,2024-04-01,E2E-order-header
O100160,2854,2024-04-11,2024-04-12,2024-04-15,SHIPPED,2438.06,2024-04-01,E2E-order-header
O100161,1292,2024-04-18,2024-04-20,2024-04-23,CANCELLED,946.86,2024-04-01,E2E-order-header
O100162,7172,2024-04-10,2024-04-12,2024-04-17,SHIPPED,881.06,2024-04-01,E2E-order-header
O100163,9579,2024-04-09,2024-04-10,2024-04-14,CANCELLED,2399.39,2024-04-01,E2E-order-header
O100164,852,2024-04-14,2024-04-15,2024-04-18,CANCELLED,1922.81,2024-04-01,E2E-order-header
O100165,5824,2024-04-01,2024-04-04,2024-04-07,NEW,2256.34,2024-04-01,E2E-order-header
O100166,9219,2024-04-07,2024-04-09,2024-04-12,SHIPPED,1445.05,2024-04-01,E2E-order-header
O100167,8436,2024-04-04,2024-04-07,2024-04-11,NEW,1891.69,2024-04-01,E2E-order-header
O100168,633,2024-04-18,2024-04-20,2024-04-25,NEW,149.39,2024-04-01,E2E-order-header
O100169,5607,2024-04-20,2024-04-23,2024-04-24,DELIVERED,2396.49,2024-04-01,E2E-order-header
O100170,9706,2024-04-20,2024-04-21,2024-04-24,DELIVERED,250.55,2024-04-01,E2E-order-header
O100171,3889,2024-04-21,2024-04-22,2024-04-23,CANCELLED,116.61,2024-04-01,E2E-order-header
O100172,8846,2024-04-18,2024-04-20,2024-04-22,SHIPPED,2199.04,2024-04-01,E2E-order-header
O100173,3062,2024-04-03,2024-04-06,2024-04-11,SHIPPED,1394.25,2024-04-01,E2E-order-header
O100174,10050,2024-04-03,2024-04-05,2024-04-07,DELIVERED,2057.92,2024-04-01,E2E-order-header
O100175,5532,2024-04-18,2024-04-20,2024-04-24,DELIVERED,449.35,2024-04-01,E2E-order-header
O100176,5563,2024-04-17,2024-04-18,2024-04-21,CANCELLED,249.14,2024-04-01,E2E-order-header
O100177,5879,2024-04-08,2024-04-10,2024-04-11,SHIPPED,755.1,2024-04-01,E2E-order-header
O100178,8249,2024-04-05,2024-04-07,2024-04-10,NEW,548.84,2024-04-01,E2E-order-header
O100179,5455,2024-04-07,2024-04-10,2024-04-15,SHIPPED,1873.51,2024-04-01,E2E-order-header
O100180,2587,2024-04-14,2024-04-16,2024-04-19,SHIPPED,1918.5,2024-04-01,E2E-order-header
O100181,3573,2024-04-27,2024-04-29,2024-05-04,DELIVERED,1536.92,2024-04-01,E2E-order-header
O100182,6334,2024-04-10,2024-04-12,2024-04-15,CANCELLED,2472.32,2024-04-01,E2E-order-header
O100183,4810,2024-04-20,2024-04-23,2024-04-25,CANCELLED,191.55,2024-04-01,E2E-order-header
O100184,7389,2024-04-10,2024-04-12,2024-04-15,NEW,1132.08,2024-04-01,E2E-order-header
O100185,6462,2024-04-27,2024-04-30,2024-05-02,SHIPPED,1447.81,2024-04-01,E2E-order-header
O100186,7165,2024-04-18,2024-04-19,2024-04-23,SHIPPED,1378.24,2024-04-01,E2E-order-header
O100187,8702,2024-04-05,2024-04-06,2024-04-10,DELIVERED,987.83,2024-04-01,E2E-order-header
O100188,9985,2024-04-03,2024-04-05,2024-04-07,CANCELLED,1690.73,2024-04-01,E2E-order-header
O100189,9420,2024-04-07,2024-04-08,2024-04-11,NEW,2450.64,2024-04-01,E2E-order-header
O100190,9274,2024-04-04,2024-04-05,2024-04-08,SHIPPED,2360.96,2024-04-01,E2E-order-header
O100191,2305,2024-04-27,2024-04-29,2024-05-04,NEW,1522.77,2024-04-01,E2E-order-header
O100192,4449,2024-04-10,2024-04-12,2024-04-14,NEW,153.3,2024-04-01,E2E-order-header
O100193,2032,2024-04-18,2024-04-21,2024-04-22,SHIPPED,1815.78,2024-04-01,E2E-order-header
O100194,5412,2024-04-22,2024-04-23,2024-04-27,SHIPPED,1002.0,2024-04-01,E2E-order-header
O100195,7778,2024-04-02,2024-04-03,2024-04-05,DELIVERED,2237.28,2024-04-01,E2E-order-header
O100196,8663,2024-04-06,2024-04-08,2024-04-09,DELIVERED,485.38,2024-04-01,E2E-order-header
O100197,2036,2024-04-25,2024-04-28,2024-04-29,CANCELLED,1688.43,2024-04-01,E2E-order-header
O100198,9758,2024-04-16,2024-04-18,2024-04-21,CANCELLED,1283.94,2024-04-01,E2E-order-header
O100199,6084,2024-04-01,2024-04-02,2024-04-05,CANCELLED,1044.53,2024-04-01,E2E-order-header
O100200,6474,2024-04-21,2024-04-24,2024-04-26,SHIPPED,2095.24,2024-04-01,E2E-order-header
O100201,4437,2024-04-13,2024-04-14,2024-04-17,SHIPPED,857.0,2024-04-01,E2E-order-header
O100202,1973,2024-04-11,2024-04-13,2024-04-18,DELIVERED,2464.73,2024-04-01,E2E-order-header
O100203,5047,2024-04-19,2024-04-22,2024-04-26,DELIVERED,1481.45,2024-04-01,E2E-order-header
O100204,7240,2024-04-11,2024-04-12,2024-04-16,CANCELLED,2487.72,2024-04-01,E2E-order-header
O100205,8612,2024-04-15,2024-04-17,2024-04-22,NEW,1266.72,2024-04-01,E2E-order-header
O100206,6261,2024-04-02,2024-04-05,2024-04-08,CANCELLED,93.96,2024-04-01,E2E-order-header
O100207,8653,2024-04-13,2024-04-15,2024-04-17,NEW,1044.02,2024-04-01,E2E-order-header
O100208,9049,2024-04-20,2024-04-22,2024-04-23,CANCELLED,91.83,2024-04-01,E2E-order-header
O100209,2764,2024-04-10,2024-04-12,2024-04-16,NEW,684.01,2024-04-01,E2E-order-header
O100210,7046,2024-04-15,2024-04-16,2024-04-18,DELIVERED,47.32,2024-04-01,E2E-order-header
O100211,1048,2024-04-16,2024-04-17,2024-04-18,SHIPPED,1205.85,2024-04-01,E2E-order-header
O100212,8813,2024-04-12,2024-04-15,2024-04-20,DELIVERED,2228.02,2024-04-01,E2E-order-header
O100213,4511,2024-04-28,2024-05-01,2024-05-02,CANCELLED,28.02,2024-04-01,E2E-order-header
O100214,10025,2024-04-22,2024-04-23,2024-04-24,NEW,137.33,2024-04-01,E2E-order-header
O100215,8969,2024-04-24,2024-04-25,2024-04-26,NEW,2451.47,2024-04-01,E2E-order-header
O100216,9586,2024-04-17,2024-04-18,2024-04-23,DELIVERED,444.7,2024-04-01,E2E-order-header
O100217,6068,2024-04-07,2024-04-10,2024-04-13,SHIPPED,1067.62,2024-04-01,E2E-order-header
O100218,5159,2024-04-14,2024-04-16,2024-04-20,CANCELLED,2063.69,2024-04-01,E2E-order-header
O100219,3131,2024-04-09,2024-04-11,2024-04-13,NEW,2154.39,2024-04-01,E2E-order-header
O100220,1703,2024-04-16,2024-04-18,2024-04-23,DELIVERED,957.5,2024-04-01,E2E-order-header
O100221,9998,2024-04-24,2024-04-25,2024-04-29,SHIPPED,1809.64,2024-04-01,E2E-order-header
O100222,6345,2024-04-14,2024-04-15,2024-04-19,CANCELLED,40.64,2024-04-01,E2E-order-header
O100223,7580,2024-04-23,2024-04-25,2024-04-29,NEW,1957.1,2024-04-01,E2E-order-header
O100224,8846,2024-04-09,2024-04-10,2024-04-11,CANCELLED,1141.86,2024-04-01,E2E-order-header
O100225,990,2024-04-09,2024-04-12,2024-04-13,DELIVERED,1917.12,2024-04-01,E2E-order-header
O100226,7592,2024-04-08,2024-04-09,2024-04-10,NEW,2419.48,2024-04-01,E2E-order-header
O100227,348,2024-04-26,2024-04-28,2024-05-02,SHIPPED,1219.1,2024-04-01,E2E-order-header
O100228,6500,2024-04-09,2024-04-11,2024-04-15,CANCELLED,2338.01,2024-04-01,E2E-order-header
O100229,6215,2024-04-28,2024-05-01,2024-05-05,CANCELLED,2146.56,2024-04-01,E2E-order-header
O100230,619,2024-04-26,2024-04-29,2024-05-02,DELIVERED,704.04,2024-04-01,E2E-order-header
O100231,3917,2024-04-13,2024-04-14,2024-04-18,SHIPPED,409.69,2024-04-01,E2E-order-header
O100232,8341,2024-04-12,2024-04-15,2024-04-17,DELIVERED,695.83,2024-04-01,E2E-order-header
O100233,1415,2024-04-11,2024-04-12,2024-04-14,DELIVERED,2327.21,2024-04-01,E2E-order-header
O100234,1007,2024-04-27,2024-04-30,2024-05-04,CANCELLED,652.8,2024-04-01,E2E-order-header
O100235,6645,2024-04-25,2024-04-28,2024-05-02,CANCELLED,650.17,2024-04-01,E2E-order-header
O100236,5773,2024-04-28,2024-05-01,2024-05-04,DELIVERED,2295.94,2024-04-01,E2E-order-header
O100237,2833,2024-04-05,2024-04-07,2024-04-12,DELIVERED,1804.57,2024-04-01,E2E-order-header
O100238,8589,2024-04-17,2024-04-19,2024-04-24,CANCELLED,87.73,2024-04-01,E2E-order-header
O100239,5173,2024-04-12,2024-04-14,2024-04-16,DELIVERED,1582.07,2024-04-01,E2E-order-header
O100240,6135,2024-04-23,2024-04-24,2024-04-25,NEW,946.92,2024-04-01,E2E-order-header
O100241,3348,2024-04-02,2024-04-04,2024-04-09,CANCELLED,883.92,2024-04-01,E2E-order-header
O100242,7449,2024-04-04,2024-04-06,2024-04-08,NEW,2111.94,2024-04-01,E2E-order-header
O100243,10003,2024-04-02,2024-04-03,2024-04-06,NEW,2275.06,2024-04-01,E2E-order-header
O100244,6515,2024-04-26,2024-04-29,2024-05-03,DELIVERED,2252.45,2024-04-01,E2E-order-header
O100245,2700,2024-04-15,2024-04-17,2024-04-18,DELIVERED,553.78,2024-04-01,E2E-order-header
O100246,4355,2024-04-05,2024-04-07,2024-04-08,CANCELLED,1450.14,2024-04-01,E2E-order-header
O100247,5020,2024-04-24,2024-04-27,2024-05-02,SHIPPED,1407.24,2024-04-01,E2E-order-header
O100248,6491,2024-04-27,2024-04-28,2024-04-29,DELIVERED,1177.06,2024-04-01,E2E-order-header
O100249,5932,2024-04-20,2024-04-22,2024-04-23,SHIPPED,2306.21,2024-04-01,E2E-order-header
O100250,9226,2024-04-26,2024-04-29,2024-05-03,CANCELLED,729.82,2024-04-01,E2E-order-header
O100251,3648,2024-04-24,2024-04-25,2024-04-30,NEW,679.48,2024-04-01,E2E-order-header
O100252,4135,2024-04-25,2024-04-27,2024-04-29,NEW,959.64,2024-04-01,E2E-order-header
O100253,3788,2024-04-13,2024-04-14,2024-04-17,NEW,334.18,2024-04-01,E2E-order-header
O100254,6651,2024-04-01,2024-04-04,2024-04-07,SHIPPED,1570.37,2024-04-01,E2E-order-header
O100255,162,2024-04-01,2024-04-03,2024-04-08,NEW,2458.18,2024-04-01,E2E-order-header
O100256,5015,2024-04-05,2024-04-07,2024-04-10,DELIVERED,1495.33,2024-04-01,E2E-order-header
O100257,9922,2024-04-16,2024-04-18,2024-04-21,SHIPPED,2012.5,2024-04-01,E2E-order-header
O100258,5529,2024-04-20,2024-04-22,2024-04-23,DELIVERED,1168.2,2024-04-01,E2E-order-header
