product_id,product_name,category,unit_price,load_date,record_source
P000047,Product 47,Apparel,7.7,2024-01-01,E2E-product
P000048,Product 48,Grocery,19.9,2024-01-01,E2E-product
P000049,Product 49,Electronics,325.58,2024-01-01,E2E-product
P000050,Product 50,Grocery,247.22,2024-01-01,E2E-product
P000051,Product 51,Electronics,327.14,2024-01-01,E2E-product
P000052,Product 52,Grocery,274.05,2024-01-01,E2E-product
P000053,Product 53,Apparel,365.78,2024-01-01,E2E-product
P000054,Product 54,Apparel,22.72,2024-01-01,E2E-product
P000055,Product 55,Electronics,406.09,2024-01-01,E2E-product
P000056,Product 56,Sports,315.42,2024-01-01,E2E-product
P000057,Product 57,Home,226.47,2024-01-01,E2E-product
P000058,Product 58,Apparel,334.46,2024-01-01,E2E-product
P000059,Product 59,Grocery,217.26,2024-01-01,E2E-product
P000060,Product 60,Electronics,206.95,2024-01-01,E2E-product
P000061,Product 61,Electronics,42.73,2024-01-01,E2E-product
P000062,Product 62,Sports,39.58,2024-01-01,E2E-product
P000063,Product 63,Electronics,442.7,2024-01-01,E2E-product
P000064,Product 64,Apparel,471.48,2024-01-01,E2E-product
P000065,Product 65,Sports,340.21,2024-01-01,E2E-product
P000066,Product 66,Electronics,346.67,2024-01-01,E2E-product
P000067,Product 67,Grocery,169.65,2024-01-01,E2E-product
P000068,Product 68,Grocery,20.88,2024-01-01,E2E-product
P000069,Product 69,Home,373.81,2024-01-01,E2E-product
P000070,Product 70,Electronics,258.47,2024-01-01,E2E-product
P000071,Product 71,Home,27.98,2024-01-01,E2E-product
P000072,Product 72,Sports,454.61,2024-01-01,E2E-product
P000073,Product 73,Apparel,180.32,2024-01-01,E2E-product
P000074,Product 74,Apparel,404.69,2024-01-01,E2E-product
P000075,Product 75,Grocery,393.63,2024-01-01,E2E-product
P000076,Product 76,Home,295.65,2024-01-01,E2E-product
P000077,Product 77,Home,36.66,2024-01-01,E2E-product
P000078,Product 78,Apparel,95.36,2024-01-01,E2E-product
P000079,Product 79,Grocery,159.81,2024-01-01,E2E-product
P000080,Product 80,Sports,429.34,2024-01-01,E2E-product
P000081,Product 81,Apparel,411.64,2024-01-01,E2E-product
P000082,Product 82,Apparel,214.07,2024-01-01,E2E-product
P000083,Product 83,Electronics,477.3,2024-01-01,E2E-product
P000084,Product 84,Apparel,115.42,2024-01-01,E2E-product
P000085,Product 85,Apparel,436.37,2024-01-01,E2E-product
P000086,Product 86,Electronics,251.42,2024-01-01,E2E-product
P000087,Product 87,Grocery,330.51,2024-01-01,E2E-product
P000088,Product 88,Electronics,63.31,2024-01-01,E2E-product
P000089,Product 89,Grocery,91.29,2024-01-01,E2E-product
P000090,Product 90,Grocery,289.09,2024-01-01,E2E-product
P000091,Product 91,Apparel,18.54,2024-01-01,E2E-product
P000092,Product 92,Home,41.73,2024-01-01,E2E-product
P000093,Product 93,Apparel,229.42,2024-01-01,E2E-product
P000094,Product 94,Grocery,13.73,2024-01-01,E2E-product
P000095,Product 95,Grocery,48.34,2024-01-01,E2E-product
P000096,Product 96,Sports,499.17,2024-01-01,E2E-product
P000097,Product 97,Grocery,212.72,2024-01-01,E2E-product
P000098,Product 98,Electronics,355.53,2024-01-01,E2E-product
P000099,Product 99,Sports,74.59,2024-01-01,E2E-product
P000100,Product 100,Apparel,22.43,2024-01-01,E2E-product
P000101,Product 101,Home,232.05,2024-01-01,E2E-product
P000102,Product 102,Sports,204.96,2024-01-01,E2E-product
P000103,Product 103,Grocery,265.7,2024-01-01,E2E-product
P000104,Product 104,Home,102.75,2024-01-01,E2E-product
P000105,Product 105,Sports,400.32,2024-01-01,E2E-product
P000106,Product 106,Home,165.8,2024-01-01,E2E-product
P000107,Product 107,Apparel,307.19,2024-01-01,E2E-product
P000108,Product 108,Home,204.44,2024-01-01,E2E-product
P000109,Product 109,Apparel,483.21,2024-01-01,E2E-product
P000110,Product 110,Sports,107.84,2024-01-01,E2E-product
P000111,Product 111,Apparel,468.87,2024-01-01,E2E-product
P000112,Product 112,Electronics,115.25,2024-01-01,E2E-product
P000113,Product 113,Electronics,139.84,2024-01-01,E2E-product
P000114,Product 114,Electronics,193.66,2024-01-01,E2E-product
P000115,Product 115,Sports,407.04,2024-01-01,E2E-product
P000116,Product 116,Apparel,121.6,2024-01-01,E2E-product
P000117,Product 117,Apparel,186.15,2024-01-01,E2E-product
P000118,Product 118,Electronics,490.97,2024-01-01,E2E-product
P000119,Product 119,Apparel,318.54,2024-01-01,E2E-product
P000120,Product 120,Electronics,298.52,2024-01-01,E2E-product
P000121,Product 121,Electronics,377.24,2024-01-01,E2E-product
P000122,Product 122,Electronics,49.44,2024-01-01,E2E-product
P000123,Product 123,Grocery,175.25,2024-01-01,E2E-product
P000124,Product 124,Electronics,246.61,2024-01-01,E2E-product
P000125,Product 125,Grocery,55.54,2024-01-01,E2E-product
P000126,Product 126,Sports,368.22,2024-01-01,E2E-product
P000127,Product 127,Home,53.37,2024-01-01,E2E-product
P000128,Product 128,Sports,177.23,2024-01-01,E2E-product
P000129,Product 129,Sports,327.4,2024-01-01,E2E-product
P000130,Product 130,Sports,26.99,2024-01-01,E2E-product
P000131,Product 131,Electronics,317.67,2024-01-01,E2E-product
P000132,Product 132,Apparel,321.91,2024-01-01,E2E-product
P000133,Product 133,Sports,101.59,2024-01-01,E2E-product
P000134,Product 134,Sports,353.41,2024-01-01,E2E-product
P000135,Product 135,Electronics,131.34,2024-01-01,E2E-product
P000136,Product 136,Home,480.46,2024-01-01,E2E-product
P000137,Product 137,Home,179.0,2024-01-01,E2E-product
P000138,Product 138,Home,216.86,2024-01-01,E2E-product
P000139,Product 139,Apparel,67.38,2024-01-01,E2E-product
P000140,Product 140,Grocery,442.83,2024-01-01,E2E-product
P000141,Product 141,Home,231.8,2024-01-01,E2E-product
P000142,Product 142,Sports,196.56,2024-01-01,E2E-product
P000143,Product 143,Electronics,307.6,2024-01-01,E2E-product
P000144,Product 144,Home,392.22,2024-01-01,E2E-product
P000145,Product 145,Grocery,5.72,2024-01-01,E2E-product
P000146,Product 146,Electronics,324.98,2024-01-01,E2E-product
P000147,Product 147,Sports,58.39,2024-01-01,E2E-product
P000148,Product 148,Apparel,189.89,2024-01-01,E2E-product
P000149,Product 149,Electronics,187.55,2024-01-01,E2E-product
P000150,Product 150,Home,52.8,2024-01-01,E2E-product
P000151,Product 151,Home,312.97,2024-01-01,E2E-product
P000152,Product 152,Home,33.07,2024-01-01,E2E-product
P000153,Product 153,Home,477.04,2024-01-01,E2E-product
P000154,Product 154,Grocery,402.44,2024-01-01,E2E-product
P000155,Product 155,Home,220.19,2024-01-01,E2E-product
P000156,Product 156,Grocery,128.76,2024-01-01,E2E-product
P000157,Product 157,Grocery,187.63,2024-01-01,E2E-product
P000158,Product 158,Home,300.77,2024-01-01,E2E-product
P000159,Product 159,Home,453.49,2024-01-01,E2E-product
P000160,Product 160,Grocery,413.12,2024-01-01,E2E-product
P000161,Product 161,Sports,183.47,2024-01-01,E2E-product
P000162,Product 162,Sports,457.44,2024-01-01,E2E-product
P000163,Product 163,Electronics,84.42,2024-01-01,E2E-product
P000164,Product 164,Home,13.55,2024-01-01,E2E-product
P000165,Product 165,Electronics,378.62,2024-01-01,E2E-product
P000166,Product 166,Home,71.08,2024-01-01,E2E-product
P000167,Product 167,Grocery,18.02,2024-01-01,E2E-product
P000168,Product 168,Home,17.55,2024-01-01,E2E-product
P000169,Product 169,Electronics,181.87,2024-01-01,E2E-product
P000170,Product 170,Sports,218.07,2024-01-01,E2E-product
P000171,Product 171,Grocery,360.51,2024-01-01,E2E-product
P000172,Product 172,Home,89.48,2024-01-01,E2E-product
P000173,Product 173,Electronics,78.16,2024-01-01,E2E-product
P000174,Product 174,Electronics,232.21,2024-01-01,E2E-product
P000175,Product 175,Apparel,25.85,2024-01-01,E2E-product
P000176,Product 176,Home,115.12,2024-01-01,E2E-product
P000177,Product 177,Apparel,97.78,2024-01-01,E2E-product
P000178,Product 178,Grocery,462.46,2024-01-01,E2E-product
P000179,Product 179,Home,482.64,2024-01-01,E2E-product
P000180,Product 180,Electronics,338.23,2024-01-01,E2E-product
P000181,Product 181,Grocery,328.76,2024-01-01,E2E-product
P000182,Product 182,Sports,230.5,2024-01-01,E2E-product
P000183,Product 183,Grocery,239.94,2024-01-01,E2E-product
P000184,Product 184,Home,59.64,2024-01-01,E2E-product
P000185,Product 185,Apparel,480.29,2024-01-01,E2E-product
P000186,Product 186,Apparel,107.92,2024-01-01,E2E-product
P000187,Product 187,Sports,116.82,2024-01-01,E2E-product
P000188,Product 188,Sports,54.28,2024-01-01,E2E-product
P000189,Product 189,Apparel,198.14,2024-01-01,E2E-product
P000190,Product 190,Electronics,253.06,2024-01-01,E2E-product
P000191,Product 191,Sports,130.76,2024-01-01,E2E-product
P000192,Product 192,Sports,259.43,2024-01-01,E2E-product
P000193,Product 193,Grocery,183.11,2024-01-01,E2E-product
P000194,Product 194,Home,454.31,2024-01-01,E2E-product
P000195,Product 195,Apparel,163.86,2024-01-01,E2E-product
P000196,Product 196,Home,434.78,2024-01-01,E2E-product
P000197,Product 197,Home,165.19,2024-01-01,E2E-product
P000198,Product 198,Grocery,287.41,2024-01-01,E2E-product
P000199,Product 199,Electronics,160.88,2024-01-01,E2E-product
P000200,Product 200,Electronics,484.86,2024-01-01,E2E-product
P000201,Product 201,Apparel,213.39,2024-01-01,E2E-product
P000202,Product 202,Electronics,148.02,2024-01-01,E2E-product
P000203,Product 203,Grocery,249.07,2024-01-01,E2E-product
P000204,Product 204,Home,121.46,2024-01-01,E2E-product
P000205,Product 205,Grocery,258.76,2024-01-01,E2E-product
P000206,Product 206,Grocery,379.6,2024-01-01,E2E-product
P000207,Product 207,Electronics,215.96,2024-01-01,E2E-product
P000208,Product 208,Home,326.91,2024-01-01,E2E-product
P000209,Product 209,Home,153.62,2024-01-01,E2E-product
P000210,Product 210,Apparel,184.58,2024-01-01,E2E-product
P000211,Product 211,Electronics,286.04,2024-01-01,E2E-product
P000212,Product 212,Sports,291.6,2024-01-01,E2E-product
P000213,Product 213,Apparel,391.69,2024-01-01,E2E-product
P000214,Product 214,Home,351.26,2024-01-01,E2E-product
P000215,Product 215,Grocery,343.03,2024-01-01,E2E-product
P000216,Product 216,Electronics,166.56,2024-01-01,E2E-product
P000217,Product 217,Home,478.77,2024-01-01,E2E-product
P000218,Product 218,Grocery,275.16,2024-01-01,E2E-product
P000219,Product 219,Sports,105.03,2024-01-01,E2E-product
P000220,Product 220,Home,262.68,2024-01-01,E2E-product
P000221,Product 221,Home,139.41,2024-01-01,E2E-product
P000222,Product 222,Electronics,315.58,2024-01-01,E2E-product
P000223,Product 223,Apparel,484.64,2024-01-01,E2E-product
P000224,Product 224,Grocery,197.54,2024-01-01,E2E-product
P000225,Product 225,Apparel,243.9,2024-01-01,E2E-product
P000226,Product 226,Home,239.68,2024-01-01,E2E-product
P000227,Product 227,Grocery,443.85,2024-01-01,E2E-product
P000228,Product 228,Grocery,278.62,2024-01-01,E2E-product
P000229,Product 229,Sports,276.44,2024-01-01,E2E-product
P000230,Product 230,Home,31.83,2024-01-01,E2E-product
P000231,Product 231,Electronics,412.93,2024-01-01,E2E-product
P000232,Product 232,Apparel,141.84,2024-01-01,E2E-product
P000233,Product 233,Electronics,95.22,2024-01-01,E2E-product
P000234,Product 234,Home,184.58,2024-01-01,E2E-product
P000235,Product 235,Sports,339.89,2024-01-01,E2E-product
P000236,Product 236,Electronics,456.32,2024-01-01,E2E-product
P000237,Product 237,Apparel,443.24,2024-01-01,E2E-product
P000238,Product 238,Grocery,173.08,2024-01-01,E2E-product
P000239,Product 239,Apparel,316.69,2024-01-01,E2E-product
P000240,Product 240,Sports,290.03,2024-01-01,E2E-product
P000241,Product 241,Sports,274.24,2024-01-01,E2E-product
P000242,Product 242,Home,22.57,2024-01-01,E2E-product
P000243,Product 243,Electronics,65.99,2024-01-01,E2E-product
P000244,Product 244,Home,176.18,2024-01-01,E2E-product
P000245,Product 245,Grocery,262.17,2024-01-01,E2E-product
P000246,Product 246,Home,197.53,2024-01-01,E2E-product
P000247,Product 247,Sports,182.94,2024-01-01,E2E-product
P000248,Product 248,Home,319.17,2024-01-01,E2E-product
P000249,Product 249,Apparel,15.19,2024-01-01,E2E-product
P000250,Product 250,Sports,208.35,2024-01-01,E2E-product
P000251,Product 251,Sports,456.34,2024-01-01,E2E-product
P000252,Product 252,Apparel,158.4,2024-01-01,E2E-product
P000253,Product 253,Electronics,210.55,2024-01-01,E2E-product
P000254,Product 254,Electronics,190.02,2024-01-01,E2E-product
P000255,Product 255,Home,249.02,2024-01-01,E2E-product
P000256,Product 256,Apparel,425.63,2024-01-01,E2E-product
P000257,Product 257,Grocery,24.76,2024-01-01,E2E-product
P000258,Product 258,Home,171.53,2024-01-01,E2E-product
P000259,Product 259,Home,100.07,2024-01-01,E2E-product
P000260,Product 260,Apparel,403.69,2024-01-01,E2E-product
P000261,Product 261,Apparel,44.91,2024-01-01,E2E-product
P000262,Product 262,Apparel,41.54,2024-01-01,E2E-product
P000263,Product 263,Apparel,344.61,2024-01-01,E2E-product
P000264,Product 264,Electronics,279.88,2024-01-01,E2E-product
P000265,Product 265,Electronics,342.56,2024-01-01,E2E-product
P000266,Product 266,Electronics,112.36,2024-01-01,E2E-product
P000267,Product 267,Sports,238.28,2024-01-01,E2E-product
P000268,Product 268,Grocery,17.92,2024-01-01,E2E-product
P000269,Product 269,Electronics,473.83,2024-01-01,E2E-product
P000270,Product 270,Sports,392.33,2024-01-01,E2E-product
P000271,Product 271,Grocery,302.68,2024-01-01,E2E-product
P000272,Product 272,Grocery,51.56,2024-01-01,E2E-product
P000273,Product 273,Grocery,347.19,2024-01-01,E2E-product
P000274,Product 274,Grocery,388.58,2024-01-01,E2E-product
P000275,Product 275,Sports,458.93,2024-01-01,E2E-product
P000276,Product 276,Sports,431.79,2024-01-01,E2E-product
P000277,Product 277,Sports,257.12,2024-01-01,E2E-product
P000278,Product 278,Grocery,152.68,2024-01-01,E2E-product
P000279,Product 279,Apparel,412.3,2024-01-01,E2E-product
P000280,Product 280,Electronics,219.6,2024-01-01,E2E-product
P000281,Product 281,Electronics,300.71,2024-01-01,E2E-product
P000282,Product 282,Apparel,116.45,2024-01-01,E2E-product
P000283,Product 283,Grocery,37.68,2024-01-01,E2E-product
P000284,Product 284,Apparel,247.73,2024-01-01,E2E-product
P000285,Product 285,Home,305.14,2024-01-01,E2E-product
P000286,Product 286,Electronics,58.5,2024-01-01,E2E-product
P000287,Product 287,Home,31.96,2024-01-01,E2E-product
P000288,Product 288,Home,103.62,2024-01-01,E2E-product
P000289,Product 289,Grocery,118.95,2024-01-01,E2E-product
P000290,Product 290,Sports,481.7,2024-01-01,E2E-product
P000291,Product 291,Grocery,302.65,2024-01-01,E2E-product
P000292,Product 292,Home,241.83,2024-01-01,E2E-product
P000293,Product 293,Apparel,260.05,2024-01-01,E2E-product
P000294,Product 294,Home,127.83,2024-01-01,E2E-product
P000295,Product 295,Home,408.82,2024-01-01,E2E-product
P000296,Product 296,Sports,93.08,2024-01-01,E2E-product
P000297,Product 297,Home,362.21,2024-01-01,E2E-product
P000298,Product 298,Electronics,49.73,2024-01-01,E2E-product
P000299,Product 299,Home,386.45,2024-01-01,E2E-product
P000300,Product 300,Home,262.99,2024-01-01,E2E-product
P000301,Product 301,Grocery,209.53,2024-01-01,E2E-product
P000302,Product 302,Electronics,22.46,2024-01-01,E2E-product
P000303,Product 303,Apparel,420.76,2024-01-01,E2E-product
P000304,Product 304,Electronics,85.38,2024-01-01,E2E-product
P000305,Product 305,Electronics,456.85,2024-01-01,E2E-product
P000306,Product 306,Grocery,72.17,2024-01-01,E2E-product
P000307,Product 307,Grocery,480.1,2024-01-01,E2E-product
P000308,Product 308,Sports,34.97,2024-01-01,E2E-product
P000309,Product 309,Electronics,248.14,2024-01-01,E2E-product
P000310,Product 310,Grocery,180.65,2024-01-01,E2E-product
P000311,Product 311,Home,184.91,2024-01-01,E2E-product
P000312,Product 312,Electronics,176.07,2024-01-01,E2E-product
P000313,Product 313,Grocery,50.53,2024-01-01,E2E-product
P000314,Product 314,Sports,424.91,2024-01-01,E2E-product
P000315,Product 315,Sports,468.13,2024-01-01,E2E-product
P000316,Product 316,Electronics,153.93,2024-01-01,E2E-product
P000317,Product 317,Sports,396.7,2024-01-01,E2E-product
P000318,Product 318,Apparel,151.44,2024-01-01,E2E-product
P000319,Product 319,Apparel,208.89,2024-01-01,E2E-product
P000320,Product 320,Sports,382.27,2024-01-01,E2E-product
P000321,Product 321,Electronics,414.47,2024-01-01,E2E-product
P000322,Product 322,Electronics,47.98,2024-01-01,E2E-product
P000323,Product 323,Grocery,24.93,2024-01-01,E2E-product
P000324,Product 324,Apparel,323.89,2024-01-01,E2E-product
P000325,Product 325,Sports,447.29,2024-01-01,E2E-product
P000326,Product 326,Grocery,56.03,2024-01-01,E2E-product
P000327,Product 327,Home,329.9,2024-01-01,E2E-product
P000328,Product 328,Sports,133.03,2024-01-01,E2E-product
P000329,Product 329,Grocery,298.35,2024-01-01,E2E-product
P000330,Product 330,Sports,136.62,2024-01-01,E2E-product
P000331,Product 331,Home,79.29,2024-01-01,E2E-product
P000332,Product 332,Home,373.57,2024-01-01,E2E-product
P000333,Product 333,Electronics,224.35,2024-01-01,E2E-product
P000334,Product 334,Grocery,467.75,2024-01-01,E2E-product
P000335,Product 335,Electronics,184.55,2024-01-01,E2E-product
P000336,Product 336,Apparel,223.68,2024-01-01,E2E-product
P000337,Product 337,Home,207.99,2024-01-01,E2E-product
P000338,Product 338,Sports,115.87,2024-01-01,E2E-product
P000339,Product 339,Apparel,250.84,2024-01-01,E2E-product
P000340,Product 340,Home,99.79,2024-01-01,E2E-product
P000341,Product 341,Home,275.6,2024-01-01,E2E-product
P000342,Product 342,Grocery,41.72,2024-01-01,E2E-product
P000343,Product 343,Electronics,17.48,2024-01-01,E2E-product
P000344,Product 344,Electronics,462.48,2024-01-01,E2E-product
P000345,Product 345,Apparel,129.12,2024-01-01,E2E-product
P000346,Product 346,Electronics,457.28,2024-01-01,E2E-product
P000347,Product 347,Electronics,402.77,2024-01-01,E2E-product
P000348,Product 348,Sports,233.78,2024-01-01,E2E-product
P000349,Product 349,Electronics,197.61,2024-01-01,E2E-product
P000350,Product 350,Sports,495.4,2024-01-01,E2E-product
P000351,Product 351,Apparel,189.75,2024-01-01,E2E-product
P000352,Product 352,Grocery,188.37,2024-01-01,E2E-product
P000353,Product 353,Sports,274.29,2024-01-01,E2E-product
P000354,Product 354,Home,152.67,2024-01-01,E2E-product
P000355,Product 355,Electronics,69.02,2024-01-01,E2E-product
P000356,Product 356,Grocery,158.76,2024-01-01,E2E-product
P000357,Product 357,Home,91.45,2024-01-01,E2E-product
P000358,Product 358,Sports,486.53,2024-01-01,E2E-product
P000359,Product 359,Apparel,497.92,2024-01-01,E2E-product
P000360,Product 360,Sports,130.48,2024-01-01,E2E-product
P000361,Product 361,Apparel,43.5,2024-01-01,E2E-product
P000362,Product 362,Grocery,131.82,2024-01-01,E2E-product
P000363,Product 363,Home,491.38,2024-01-01,E2E-product
P000364,Product 364,Sports,280.72,2024-01-01,E2E-product
P000365,Product 365,Grocery,425.38,2024-01-01,E2E-product
P000366,Product 366,Electronics,105.28,2024-01-01,E2E-product
P000367,Product 367,Sports,59.8,2024-01-01,E2E-product
P000368,Product 368,Electronics,317.13,2024-01-01,E2E-product
P000369,Product 369,Grocery,486.79,2024-01-01,E2E-product
P000370,Product 370,Grocery,335.83,2024-01-01,E2E-product
P000371,Product 371,Grocery,316.11,2024-01-01,E2E-product
P000372,Product 372,Grocery,301.63,2024-01-01,E2E-product
P000373,Product 373,Electronics,318.25,2024-01-01,E2E-product
P000374,Product 374,Sports,437.15,2024-01-01,E2E-product
P000375,Product 375,Grocery,345.48,2024-01-01,E2E-product
P000376,Product 376,Apparel,228.45,2024-01-01,E2E-product
P000377,Product 377,Grocery,157.72,2024-01-01,E2E-product
P000378,Product 378,Home,178.45,2024-01-01,E2E-product
P000379,Product 379,Home,6.58,2024-01-01,E2E-product
P000380,Product 380,Sports,123.43,2024-01-01,E2E-product
P000381,Product 381,Apparel,101.87,2024-01-01,E2E-product
P000382,Product 382,Electronics,303.69,2024-01-01,E2E-product
P000383,Product 383,Grocery,240.91,2024-01-01,E2E-product
P000384,Product 384,Apparel,428.16,2024-01-01,E2E-product
P000385,Product 385,Grocery,84.95,2024-01-01,E2E-product
P000386,Product 386,Home,421.37,2024-01-01,E2E-product
P000387,Product 387,Grocery,275.58,2024-01-01,E2E-product
P000388,Product 388,Apparel,250.62,2024-01-01,E2E-product
P000389,Product 389,Home,309.43,2024-01-01,E2E-product
P000390,Product 390,Apparel,142.45,2024-01-01,E2E-product
P000391,Product 391,Home,472.28,2024-01-01,E2E-product
P000392,Product 392,Sports,440.08,2024-01-01,E2E-product
P000393,Product 393,Home,194.55,2024-01-01,E2E-product
P000394,Product 394,Sports,132.46,2024-01-01,E2E-product
P000395,Product 395,Sports,426.4,2024-01-01,E2E-product
P000396,Product 396,Grocery,65.01,2024-01-01,E2E-product
P000397,Product 397,Electronics,46.12,2024-01-01,E2E-product
P000398,Product 398,Electronics,474.73,2024-01-01,E2E-product
P000399,Product 399,Home,67.92,2024-01-01,E2E-product
P000400,Product 400,Apparel,361.04,2024-01-01,E2E-product
P000401,Product 401,Grocery,51.17,2024-01-01,E2E-product
P000402,Product 402,Grocery,180.92,2024-01-01,E2E-product
P000403,Product 403,Grocery,268.6,2024-01-01,E2E-product
P000404,Product 404,Apparel,101.73,2024-01-01,E2E-product
P000405,Product 405,Grocery,265.75,2024-01-01,E2E-product
P000406,Product 406,Sports,21.38,2024-01-01,E2E-product
P000407,Product 407,Grocery,489.6,2024-01-01,E2E-product
P000408,Product 408,Apparel,78.33,2024-01-01,E2E-product
P000409,Product 409,Home,55.05,2024-01-01,E2E-product
P000410,Product 410,Apparel,330.01,2024-01-01,E2E-product
P000411,Product 411,Home,356.6,2024-01-01,E2E-product
P000412,Product 412,Apparel,164.73,2024-01-01,E2E-product
P000413,Product 413,Home,289.81,2024-01-01,E2E-product
P000414,Product 414,Home,183.99,2024-01-01,E2E-product
P000415,Product 415,Electronics,108.47,2024-01-01,E2E-product
P000416,Product 416,Sports,204.05,2024-01-01,E2E-product
P000417,Product 417,Electronics,32.68,2024-01-01,E2E-product
P000418,Product 418,Electronics,496.93,2024-01-01,E2E-product
P000419,Product 419,Apparel,416.16,2024-01-01,E2E-product
P000420,Product 420,Home,237.56,2024-01-01,E2E-product
P000421,Product 421,Sports,98.07,2024-01-01,E2E-product
P000422,Product 422,Grocery,53.96,2024-01-01,E2E-product
P000423,Product 423,Electronics,142.31,2024-01-01,E2E-product
P000424,Product 424,Apparel,222.27,2024-01-01,E2E-product
P000425,Product 425,Sports,475.24,2024-01-01,E2E-product
P000426,Product 426,Home,341.9,2024-01-01,E2E-product
P000427,Product 427,Home,432.32,2024-01-01,E2E-product
P000428,Product 428,Electronics,499.4,2024-01-01,E2E-product
P000429,Product 429,Sports,381.03,2024-01-01,E2E-product
P000430,Product 430,Apparel,380.04,2024-01-01,E2E-product
P000431,Product 431,Apparel,7.51,2024-01-01,E2E-product
P000432,Product 432,Sports,172.65,2024-01-01,E2E-product
P000433,Product 433,Home,421.3,2024-01-01,E2E-product
P000434,Product 434,Sports,199.09,2024-01-01,E2E-product
P000435,Product 435,Sports,267.68,2024-01-01,E2E-product
P000436,Product 436,Home,369.64,2024-01-01,E2E-product
P000437,Product 437,Electronics,213.24,2024-01-01,E2E-product
P000438,Product 438,Home,171.2,2024-01-01,E2E-product
P000439,Product 439,Electronics,396.38,2024-01-01,E2E-product
P000440,Product 440,Apparel,392.64,2024-01-01,E2E-product
P000441,Product 441,Sports,129.02,2024-01-01,E2E-product
P000442,Product 442,Electronics,385.33,2024-01-01,E2E-product
P000443,Product 443,Sports,31.23,2024-01-01,E2E-product
P000444,Product 444,Electronics,242.68,2024-01-01,E2E-product
P000445,Product 445,Electronics,155.48,2024-01-01,E2E-product
P000446,Product 446,Sports,456.02,2024-01-01,E2E-product
P000447,Product 447,Apparel,440.56,2024-01-01,E2E-product
P000448,Product 448,Apparel,408.73,2024-01-01,E2E-product
P000449,Product 449,Apparel,305.62,2024-01-01,E2E-product
P000450,Product 450,Home,168.66,2024-01-01,E2E-product
P000451,Product 451,Electronics,284.29,2024-01-01,E2E-product
P000452,Product 452,Home,45.26,2024-01-01,E2E-product
P000453,Product 453,Home,397.31,2024-01-01,E2E-product
P000454,Product 454,Electronics,275.88,2024-01-01,E2E-product
P000455,Product 455,Electronics,392.0,2024-01-01,E2E-product
P000456,Product 456,Home,428.57,2024-01-01,E2E-product
P000457,Product 457,Electronics,261.91,2024-01-01,E2E-product
P000458,Product 458,Apparel,261.27,2024-01-01,E2E-product
P000459,Product 459,Electronics,334.04,2024-01-01,E2E-product
