warehouse_id,product_id,stock_qty,reorder_point,load_date,record_source
5,P000128,1249,185,2024-01-01,E2E-warehouse-product
17,P000725,4848,399,2024-01-01,E2E-warehouse-product
8,P000110,566,76,2024-01-01,E2E-warehouse-product
5,P000616,876,482,2024-01-01,E2E-warehouse-product
25,P000834,3337,53,2024-01-01,E2E-warehouse-product
13,P000466,4882,247,2024-01-01,E2E-warehouse-product
2,P000220,1679,359,2024-01-01,E2E-warehouse-product
15,P000277,544,114,2024-01-01,E2E-warehouse-product
50,P000111,2636,384,2024-01-01,E2E-warehouse-product
6,P000378,4156,307,2024-01-01,E2E-warehouse-product
15,P000256,4160,415,2024-01-01,E2E-warehouse-product
34,P000440,3900,128,2024-01-01,E2E-warehouse-product
17,P000666,4188,432,2024-01-01,E2E-warehouse-product
50,P000065,4644,197,2024-01-01,E2E-warehouse-product
37,P000086,28,316,2024-01-01,E2E-warehouse-product
19,P000785,643,207,2024-01-01,E2E-warehouse-product
50,P000942,1532,291,2024-01-01,E2E-warehouse-product
48,P000827,1376,392,2024-01-01,E2E-warehouse-product
26,P000643,123,384,2024-01-01,E2E-warehouse-product
13,P000558,2829,348,2024-01-01,E2E-warehouse-product
6,P000921,1236,492,2024-01-01,E2E-warehouse-product
33,P000900,1865,300,2024-01-01,E2E-warehouse-product
34,P000077,3726,498,2024-01-01,E2E-warehouse-product
43,P000941,2435,224,2024-01-01,E2E-warehouse-product
48,P000784,4212,299,2024-01-01,E2E-warehouse-product
1,P000535,1,408,2024-01-01,E2E-warehouse-product
49,P000429,3348,95,2024-01-01,E2E-warehouse-product
18,P000026,700,447,2024-01-01,E2E-warehouse-product
41,P000754,4023,283,2024-01-01,E2E-warehouse-product
44,P000251,1876,234,2024-01-01,E2E-warehouse-product
50,P000783,2505,500,2024-01-01,E2E-warehouse-product
42,P000373,1525,284,2024-01-01,E2E-warehouse-product
4,P000251,1539,436,2024-01-01,E2E-warehouse-product
34,P000902,4359,361,2024-01-01,E2E-warehouse-product
45,P000659,4408,465,2024-01-01,E2E-warehouse-product
38,P000325,4275,290,2024-01-01,E2E-warehouse-product
35,P000920,1246,223,2024-01-01,E2E-warehouse-product
19,P000128,1289,84,2024-01-01,E2E-warehouse-product
50,P000109,1915,296,2024-01-01,E2E-warehouse-product
26,P000855,2287,122,2024-01-01,E2E-warehouse-product
6,P000625,4541,128,2024-01-01,E2E-warehouse-product
7,P000142,2735,349,2024-01-01,E2E-warehouse-product
28,P000100,3738,112,2024-01-01,E2E-warehouse-product
36,P000319,2862,264,2024-01-01,E2E-warehouse-product
46,P000731,2267,339,2024-01-01,E2E-warehouse-product
46,P000017,1099,284,2024-01-01,E2E-warehouse-product
10,P000083,3915,151,2024-01-01,E2E-warehouse-product
40,P000277,3832,426,2024-01-01,E2E-warehouse-product
24,P000550,2362,290,2024-01-01,E2E-warehouse-product
43,P000010,1437,160,2024-01-01,E2E-warehouse-product
7,P000567,3,389,2024-01-01,E2E-warehouse-product
31,P000934,129,140,2024-01-01,E2E-warehouse-product
34,P000832,4868,204,2024-01-01,E2E-warehouse-product
28,P000559,2007,427,2024-01-01,E2E-warehouse-product
47,P000534,4827,70,2024-01-01,E2E-warehouse-product
39,P000839,4388,430,2024-01-01,E2E-warehouse-product
29,P000753,2783,141,2024-01-01,E2E-warehouse-product
44,P000955,2890,201,2024-01-01,E2E-warehouse-product
15,P000319,920,202,2024-01-01,E2E-warehouse-product
6,P000067,4526,199,2024-01-01,E2E-warehouse-product
23,P000690,3674,419,2024-01-01,E2E-warehouse-product
21,P000335,2367,104,2024-01-01,E2E-warehouse-product
50,P000261,877,124,2024-01-01,E2E-warehouse-product
32,P000145,3946,274,2024-01-01,E2E-warehouse-product
28,P000452,4079,161,2024-01-01,E2E-warehouse-product
16,P000089,3656,484,2024-01-01,E2E-warehouse-product
45,P000879,810,158,2024-01-01,E2E-warehouse-product
39,P000379,1766,73,2024-01-01,E2E-warehouse-product
11,P000935,3546,314,2024-01-01,E2E-warehouse-product
49,P000934,1386,471,2024-01-01,E2E-warehouse-product
28,P000350,3553,367,2024-01-01,E2E-warehouse-product
32,P000851,776,177,2024-01-01,E2E-warehouse-product
16,P000210,3277,96,2024-01-01,E2E-warehouse-product
23,P000622,799,387,2024-01-01,E2E-warehouse-product
26,P000020,2201,108,2024-01-01,E2E-warehouse-product
10,P000443,760,71,2024-01-01,E2E-warehouse-product
35,P000950,90,108,2024-01-01,E2E-warehouse-product
49,P000936,2632,460,2024-01-01,E2E-warehouse-product
40,P000051,2602,188,2024-01-01,E2E-warehouse-product
39,P000756,991,377,2024-01-01,E2E-warehouse-product
49,P000110,4615,297,2024-01-01,E2E-warehouse-product
14,P000706,3083,209,2024-01-01,E2E-warehouse-product
25,P000768,4446,239,2024-01-01,E2E-warehouse-product
47,P000948,2161,440,2024-01-01,E2E-warehouse-product
14,P000596,792,289,2024-01-01,E2E-warehouse-product
38,P000942,3418,312,2024-01-01,E2E-warehouse-product
35,P000001,599,162,2024-01-01,E2E-warehouse-product
32,P000689,3259,389,2024-01-01,E2E-warehouse-product
7,P000813,1036,64,2024-01-01,E2E-warehouse-product
12,P000211,3444,487,2024-01-01,E2E-warehouse-product
39,P000373,919,478,2024-01-01,E2E-warehouse-product
26,P000455,4092,190,2024-01-01,E2E-warehouse-product
5,P000908,964,499,2024-01-01,E2E-warehouse-product
3,P000242,998,300,2024-01-01,E2E-warehouse-product
48,P000448,3867,478,2024-01-01,E2E-warehouse-product
30,P000163,725,418,2024-01-01,E2E-warehouse-product
35,P000408,3171,132,2024-01-01,E2E-warehouse-product
29,P000721,3716,266,2024-01-01,E2E-warehouse-product
1,P000420,296,462,2024-01-01,E2E-warehouse-product
16,P000707,1777,376,2024-01-01,E2E-warehouse-product
15,P000355,744,225,2024-01-01,E2E-warehouse-product
15,P000096,4278,110,2024-01-01,E2E-warehouse-product
34,P000779,1275,124,2024-01-01,E2E-warehouse-product
27,P000050,4304,421,2024-01-01,E2E-warehouse-product
20,P000851,822,362,2024-01-01,E2E-warehouse-product
45,P000527,1487,403,2024-01-01,E2E-warehouse-product
31,P000146,561,187,2024-01-01,E2E-warehouse-product
10,P000096,154,328,2024-01-01,E2E-warehouse-product
2,P000966,4220,146,2024-01-01,E2E-warehouse-product
31,P000101,1368,234,2024-01-01,E2E-warehouse-product
9,P000843,3532,410,2024-01-01,E2E-warehouse-product
24,P000982,1987,126,2024-01-01,E2E-warehouse-product
7,P000457,4873,307,2024-01-01,E2E-warehouse-product
49,P000516,791,242,2024-01-01,E2E-warehouse-product
12,P000201,279,319,2024-01-01,E2E-warehouse-product
20,P000739,35,454,2024-01-01,E2E-warehouse-product
9,P000339,1671,323,2024-01-01,E2E-warehouse-product
15,P000501,2782,421,2024-01-01,E2E-warehouse-product
7,P000102,4319,279,2024-01-01,E2E-warehouse-product
24,P000982,4371,329,2024-01-01,E2E-warehouse-product
19,P000199,596,235,2024-01-01,E2E-warehouse-product
21,P000094,2359,378,2024-01-01,E2E-warehouse-product
25,P000056,664,475,2024-01-01,E2E-warehouse-product
3,P000030,3794,209,2024-01-01,E2E-warehouse-product
47,P000553,4845,339,2024-01-01,E2E-warehouse-product
35,P000540,3096,382,2024-01-01,E2E-warehouse-product
9,P000114,2612,317,2024-01-01,E2E-warehouse-product
19,P000414,3783,219,2024-01-01,E2E-warehouse-product
42,P000515,3943,392,2024-01-01,E2E-warehouse-product
45,P000278,132,289,2024-01-01,E2E-warehouse-product
25,P000032,4982,192,2024-01-01,E2E-warehouse-product
43,P000632,3099,124,2024-01-01,E2E-warehouse-product
28,P000876,3546,239,2024-01-01,E2E-warehouse-product
15,P000950,141,495,2024-01-01,E2E-warehouse-product
30,P000031,3376,320,2024-01-01,E2E-warehouse-product
14,P000292,1549,331,2024-01-01,E2E-warehouse-product
17,P000543,3476,393,2024-01-01,E2E-warehouse-product
33,P000676,4151,272,2024-01-01,E2E-warehouse-product
22,P000262,2838,173,2024-01-01,E2E-warehouse-product
5,P000636,1371,137,2024-01-01,E2E-warehouse-product
49,P000807,2960,53,2024-01-01,E2E-warehouse-product
40,P000818,4522,401,2024-01-01,E2E-warehouse-product
12,P000500,1288,500,2024-01-01,E2E-warehouse-product
50,P000309,563,414,2024-01-01,E2E-warehouse-product
43,P000475,4716,321,2024-01-01,E2E-warehouse-product
20,P000773,1550,288,2024-01-01,E2E-warehouse-product
7,P000180,3022,368,2024-01-01,E2E-warehouse-product
14,P000195,2374,456,2024-01-01,E2E-warehouse-product
23,P000151,3808,378,2024-01-01,E2E-warehouse-product
39,P000355,322,478,2024-01-01,E2E-warehouse-product
24,P000679,3630,469,2024-01-01,E2E-warehouse-product
19,P000497,2733,420,2024-01-01,E2E-warehouse-product
24,P000482,917,67,2024-01-01,E2E-warehouse-product
34,P000051,4795,384,2024-01-01,E2E-warehouse-product
48,P000667,3906,363,2024-01-01,E2E-warehouse-product
36,P000444,1667,396,2024-01-01,E2E-warehouse-product
50,P000186,3079,283,2024-01-01,E2E-warehouse-product
18,P000919,3185,246,2024-01-01,E2E-warehouse-product
10,P000761,1883,346,2024-01-01,E2E-warehouse-product
50,P000432,557,85,2024-01-01,E2E-warehouse-product
4,P000964,688,101,2024-01-01,E2E-warehouse-product
45,P000805,2283,125,2024-01-01,E2E-warehouse-product
45,P000999,1426,56,2024-01-01,E2E-warehouse-product
29,P000572,616,312,2024-01-01,E2E-warehouse-product
39,P000569,504,106,2024-01-01,E2E-warehouse-product
7,P000968,237,429,2024-01-01,E2E-warehouse-product
45,P000373,4311,397,2024-01-01,E2E-warehouse-product
38,P000379,431,171,2024-01-01,E2E-warehouse-product
44,P000031,4763,274,2024-01-01,E2E-warehouse-product
31,P000115,4002,422,2024-01-01,E2E-warehouse-product
20,P000434,1365,220,2024-01-01,E2E-warehouse-product
23,P000506,4670,236,2024-01-01,E2E-warehouse-product
28,P000257,497,170,2024-01-01,E2E-warehouse-product
1,P000581,3057,260,2024-01-01,E2E-warehouse-product
15,P000808,3364,175,2024-01-01,E2E-warehouse-product
28,P000465,4902,490,2024-01-01,E2E-warehouse-product
40,P000922,1800,62,2024-01-01,E2E-warehouse-product
5,P000013,135,280,2024-01-01,E2E-warehouse-product
8,P000224,3590,191,2024-01-01,E2E-warehouse-product
47,P000418,3046,214,2024-01-01,E2E-warehouse-product
4,P000469,2170,127,2024-01-01,E2E-warehouse-product
1,P000302,3357,385,2024-01-01,E2E-warehouse-product
45,P000033,3498,432,2024-01-01,E2E-warehouse-product
39,P000100,1428,393,2024-01-01,E2E-warehouse-product
29,P000930,1999,396,2024-01-01,E2E-warehouse-product
33,P000898,1177,437,2024-01-01,E2E-warehouse-product
6,P000892,1223,81,2024-01-01,E2E-warehouse-product
33,P000919,4350,352,2024-01-01,E2E-warehouse-product
43,P000670,3834,313,2024-01-01,E2E-warehouse-product
28,P000842,1896,421,2024-01-01,E2E-warehouse-product
32,P000912,4683,384,2024-01-01,E2E-warehouse-product
5,P000810,481,226,2024-01-01,E2E-warehouse-product
39,P000511,3159,347,2024-01-01,E2E-warehouse-product
34,P000257,3880,415,2024-01-01,E2E-warehouse-product
14,P000388,4381,225,2024-01-01,E2E-warehouse-product
10,P000754,1208,421,2024-01-01,E2E-warehouse-product
28,P000655,4255,96,2024-01-01,E2E-warehouse-product
44,P000289,4519,210,2024-01-01,E2E-warehouse-product
22,P000706,2698,341,2024-01-01,E2E-warehouse-product
22,P000625,4459,260,2024-01-01,E2E-warehouse-product
42,P000312,3384,458,2024-01-01,E2E-warehouse-product
25,P000337,4102,294,2024-01-01,E2E-warehouse-product
21,P000310,270,375,2024-01-01,E2E-warehouse-product
26,P000747,3558,486,2024-01-01,E2E-warehouse-product
16,P000488,390,95,2024-01-01,E2E-warehouse-product
32,P000987,2073,412,2024-01-01,E2E-warehouse-product
34,P000424,4490,200,2024-01-01,E2E-warehouse-product
37,P000154,2628,330,2024-01-01,E2E-warehouse-product
31,P000140,462,327,2024-01-01,E2E-warehouse-product
10,P000051,3127,478,2024-01-01,E2E-warehouse-product
36,P000149,4266,464,2024-01-01,E2E-warehouse-product
11,P000387,3147,113,2024-01-01,E2E-warehouse-product
8,P000913,2163,80,2024-01-01,E2E-warehouse-product
47,P000344,3574,408,2024-01-01,E2E-warehouse-product
13,P000695,1015,401,2024-01-01,E2E-warehouse-product
16,P000747,2278,481,2024-01-01,E2E-warehouse-product
47,P000765,1544,353,2024-01-01,E2E-warehouse-product
24,P000495,3114,495,2024-01-01,E2E-warehouse-product
40,P000733,1807,189,2024-01-01,E2E-warehouse-product
38,P000186,1299,229,2024-01-01,E2E-warehouse-product
10,P000165,1266,226,2024-01-01,E2E-warehouse-product
32,P000063,3594,421,2024-01-01,E2E-warehouse-product
8,P000448,89,241,2024-01-01,E2E-warehouse-product
29,P000277,2733,428,2024-01-01,E2E-warehouse-product
12,P000407,1789,144,2024-01-01,E2E-warehouse-product
5,P000816,2807,121,2024-01-01,E2E-warehouse-product
19,P000982,3509,159,2024-01-01,E2E-warehouse-product
2,P000690,3236,416,2024-01-01,E2E-warehouse-product
5,P000202,59,325,2024-01-01,E2E-warehouse-product
24,P000668,4003,467,2024-01-01,E2E-warehouse-product
29,P000090,2177,381,2024-01-01,E2E-warehouse-product
21,P000660,58,85,2024-01-01,E2E-warehouse-product
41,P000577,2981,326,2024-01-01,E2E-warehouse-product
4,P000721,3417,464,2024-01-01,E2E-warehouse-product
38,P000053,2655,452,2024-01-01,E2E-warehouse-product
33,P000177,4717,491,2024-01-01,E2E-warehouse-product
22,P000977,2459,465,2024-01-01,E2E-warehouse-product
44,P000785,4866,276,2024-01-01,E2E-warehouse-product
36,P000639,508,287,2024-01-01,E2E-warehouse-product
5,P000045,3060,487,2024-01-01,E2E-warehouse-product
48,P000514,4571,348,2024-01-01,E2E-warehouse-product
44,P000022,774,140,2024-01-01,E2E-warehouse-product
41,P000452,3344,384,2024-01-01,E2E-warehouse-product
33,P000850,706,89,2024-01-01,E2E-warehouse-product
9,P000750,1708,111,2024-01-01,E2E-warehouse-product
15,P000796,893,72,2024-01-01,E2E-warehouse-product
9,P000748,3764,430,2024-01-01,E2E-warehouse-product
16,P000017,4205,76,2024-01-01,E2E-warehouse-product
26,P000978,3279,332,2024-01-01,E2E-warehouse-product
13,P000394,3913,75,2024-01-01,E2E-warehouse-product
40,P000816,510,186,2024-01-01,E2E-warehouse-product
39,P000244,4399,498,2024-01-01,E2E-warehouse-product
32,P000211,4979,375,2024-01-01,E2E-warehouse-product
3,P000356,2837,333,2024-01-01,E2E-warehouse-product
7,P000032,311,378,2024-01-01,E2E-warehouse-product
27,P000549,3833,81,2024-01-01,E2E-warehouse-product
38,P000378,4648,278,2024-01-01,E2E-warehouse-product
21,P000406,623,395,2024-01-01,E2E-warehouse-product
36,P000792,2646,254,2024-01-01,E2E-warehouse-product
2,P000329,559,255,2024-01-01,E2E-warehouse-product
19,P000484,1905,418,2024-01-01,E2E-warehouse-product
17,P000708,1847,314,2024-01-01,E2E-warehouse-product
35,P000640,24,83,2024-01-01,E2E-warehouse-product
14,P000876,3458,290,2024-01-01,E2E-warehouse-product
6,P000239,640,473,2024-01-01,E2E-warehouse-product
46,P000677,1254,69,2024-01-01,E2E-warehouse-product
32,P000364,2794,200,2024-01-01,E2E-warehouse-product
26,P000330,4404,432,2024-01-01,E2E-warehouse-product
13,P000384,4720,328,2024-01-01,E2E-warehouse-product
9,P000015,2235,228,2024-01-01,E2E-warehouse-product
9,P000127,736,422,2024-01-01,E2E-warehouse-product
9,P000794,2573,102,2024-01-01,E2E-warehouse-product
22,P000769,3981,109,2024-01-01,E2E-warehouse-product
27,P000324,2718,135,2024-01-01,E2E-warehouse-product
24,P000122,1749,160,2024-01-01,E2E-warehouse-product
47,P000006,1642,458,2024-01-01,E2E-warehouse-product
15,P000044,2794,382,2024-01-01,E2E-warehouse-product
10,P000622,3169,452,2024-01-01,E2E-warehouse-product
39,P000650,3147,151,2024-01-01,E2E-warehouse-product
6,P000613,744,104,2024-01-01,E2E-warehouse-product
31,P000378,2800,428,2024-01-01,E2E-warehouse-product
20,P000667,1552,128,2024-01-01,E2E-warehouse-product
36,P000083,3355,62,2024-01-01,E2E-warehouse-product
24,P000998,653,150,2024-01-01,E2E-warehouse-product
37,P000740,3797,338,2024-01-01,E2E-warehouse-product
42,P000268,2147,114,2024-01-01,E2E-warehouse-product
30,P000546,3933,384,2024-01-01,E2E-warehouse-product
17,P000836,4070,334,2024-01-01,E2E-warehouse-product
32,P000923,1744,291,2024-01-01,E2E-warehouse-product
42,P000544,1916,165,2024-01-01,E2E-warehouse-product
39,P000844,4960,456,2024-01-01,E2E-warehouse-product
45,P000902,2042,421,2024-01-01,E2E-warehouse-product
15,P000352,3956,293,2024-01-01,E2E-warehouse-product
50,P000652,2997,498,2024-01-01,E2E-warehouse-product
50,P000897,907,300,2024-01-01,E2E-warehouse-product
39,P000854,2013,410,2024-01-01,E2E-warehouse-product
42,P000796,414,358,2024-01-01,E2E-warehouse-product
23,P000926,135,434,2024-01-01,E2E-warehouse-product
25,P000075,2281,439,2024-01-01,E2E-warehouse-product
13,P000356,482,265,2024-01-01,E2E-warehouse-product
8,P000757,2875,381,2024-01-01,E2E-warehouse-product
15,P000691,4256,388,2024-01-01,E2E-warehouse-product
10,P000605,840,405,2024-01-01,E2E-warehouse-product
42,P000965,1948,275,2024-01-01,E2E-warehouse-product
16,P000630,1324,231,2024-01-01,E2E-warehouse-product
27,P000031,1927,270,2024-01-01,E2E-warehouse-product
15,P000786,1734,137,2024-01-01,E2E-warehouse-product
42,P000192,2564,394,2024-01-01,E2E-warehouse-product
1,P000873,1278,376,2024-01-01,E2E-warehouse-product
40,P000524,4984,456,2024-01-01,E2E-warehouse-product
20,P000575,369,54,2024-01-01,E2E-warehouse-product
30,P000671,924,366,2024-01-01,E2E-warehouse-product
9,P000034,2360,475,2024-01-01,E2E-warehouse-product
43,P000552,1901,131,2024-01-01,E2E-warehouse-product
26,P000447,1917,102,2024-01-01,E2E-warehouse-product
41,P000553,793,103,2024-01-01,E2E-warehouse-product
12,P000841,3973,496,2024-01-01,E2E-warehouse-product
3,P000120,4102,309,2024-01-01,E2E-warehouse-product
36,P000342,2848,455,2024-01-01,E2E-warehouse-product
8,P000931,2485,132,2024-01-01,E2E-warehouse-product
36,P001000,1136,106,2024-01-01,E2E-warehouse-product
30,P000122,3786,133,2024-01-01,E2E-warehouse-product
18,P000841,3215,283,2024-01-01,E2E-warehouse-product
10,P000525,2338,254,2024-01-01,E2E-warehouse-product
43,P000045,577,326,2024-01-01,E2E-warehouse-product
17,P000517,36,323,2024-01-01,E2E-warehouse-product
7,P000614,4718,484,2024-01-01,E2E-warehouse-product
16,P000498,1250,444,2024-01-01,E2E-warehouse-product
1,P000586,4942,372,2024-01-01,E2E-warehouse-product
50,P000535,4238,229,2024-01-01,E2E-warehouse-product
5,P000859,243,443,2024-01-01,E2E-warehouse-product
32,P000957,2232,99,2024-01-01,E2E-warehouse-product
27,P000604,3713,307,2024-01-01,E2E-warehouse-product
41,P000275,1203,252,2024-01-01,E2E-warehouse-product
37,P000196,3549,156,2024-01-01,E2E-warehouse-product
19,P000044,4692,459,2024-01-01,E2E-warehouse-product
21,P000052,3390,122,2024-01-01,E2E-warehouse-product
38,P000343,4740,352,2024-01-01,E2E-warehouse-product
23,P000499,1667,97,2024-01-01,E2E-warehouse-product
43,P000218,4201,340,2024-01-01,E2E-warehouse-product
33,P000449,1486,231,2024-01-01,E2E-warehouse-product
6,P000167,779,299,2024-01-01,E2E-warehouse-product
13,P000110,1278,221,2024-01-01,E2E-warehouse-product
16,P000154,2167,163,2024-01-01,E2E-warehouse-product
21,P000386,4734,104,2024-01-01,E2E-warehouse-product
45,P000811,1155,483,2024-01-01,E2E-warehouse-product
23,P000997,4731,357,2024-01-01,E2E-warehouse-product
27,P000719,2546,67,2024-01-01,E2E-warehouse-product
19,P000460,2827,222,2024-01-01,E2E-warehouse-product
16,P000977,561,321,2024-01-01,E2E-warehouse-product
26,P000214,4963,139,2024-01-01,E2E-warehouse-product
10,P000849,4888,249,2024-01-01,E2E-warehouse-product
11,P000952,2348,314,2024-01-01,E2E-warehouse-product
28,P000300,3224,219,2024-01-01,E2E-warehouse-product
15,P000113,3781,374,2024-01-01,E2E-warehouse-product
39,P000715,4398,108,2024-01-01,E2E-warehouse-product
47,P000790,3955,487,2024-01-01,E2E-warehouse-product
9,P000676,2146,367,2024-01-01,E2E-warehouse-product
44,P000884,3073,450,2024-01-01,E2E-warehouse-product
46,P000508,2255,375,2024-01-01,E2E-warehouse-product
16,P000118,4155,394,2024-01-01,E2E-warehouse-product
8,P000099,4357,178,2024-01-01,E2E-warehouse-product
39,P000756,4856,335,2024-01-01,E2E-warehouse-product
27,P000839,4520,329,2024-01-01,E2E-warehouse-product
33,P000387,2952,54,2024-01-01,E2E-warehouse-product
14,P000972,1638,183,2024-01-01,E2E-warehouse-product
50,P000322,4842,128,2024-01-01,E2E-warehouse-product
13,P000265,1578,315,2024-01-01,E2E-warehouse-product
28,P000206,351,458,2024-01-01,E2E-warehouse-product
39,P000384,4599,237,2024-01-01,E2E-warehouse-product
41,P000832,1838,201,2024-01-01,E2E-warehouse-product
4,P000881,2153,355,2024-01-01,E2E-warehouse-product
11,P000995,49,326,2024-01-01,E2E-warehouse-product
16,P000716,3460,56,2024-01-01,E2E-warehouse-product
49,P000586,1407,224,2024-01-01,E2E-warehouse-product
4,P000100,649,321,2024-01-01,E2E-warehouse-product
35,P000762,1117,315,2024-01-01,E2E-warehouse-product
25,P000518,3196,374,2024-01-01,E2E-warehouse-product
18,P000498,1174,201,2024-01-01,E2E-warehouse-product
40,P000308,4146,376,2024-01-01,E2E-warehouse-product
30,P000894,1500,218,2024-01-01,E2E-warehouse-product
27,P000316,2880,53,2024-01-01,E2E-warehouse-product
33,P000074,4905,476,2024-01-01,E2E-warehouse-product
