order_id,product_id,line_number,quantity,unit_price,discount_pct,load_date,record_source
O100044,P000471,4,5,7.73,0.04,2024-03-01,E2E-order-line
O100045,P000461,1,3,23.59,0.18,2024-03-01,E2E-order-line
O100045,P000043,2,3,12.8,0.08,2024-03-01,E2E-order-line
O100046,P000900,1,2,361.13,0.2,2024-03-01,E2E-order-line
O100046,P000085,2,5,71.35,0.12,2024-03-01,E2E-order-line
O100047,P000341,1,4,488.32,0.04,2024-03-01,E2E-order-line
O100047,P000509,2,3,98.47,0.22,2024-03-01,E2E-order-line
O100048,P000102,1,4,98.76,0.22,2024-03-01,E2E-order-line
O100049,P000575,1,3,288.76,0.05,2024-03-01,E2E-order-line
O100050,P000579,1,4,489.49,0.2,2024-03-01,E2E-order-line
O100051,P000712,1,5,6.04,0.21,2024-03-01,E2E-order-line
O100052,P000295,1,2,329.26,0.24,2024-03-01,E2E-order-line
O100052,P000912,2,5,235.08,0.21,2024-03-01,E2E-order-line
O100052,P000745,3,5,422.57,0.18,2024-03-01,E2E-order-line
O100053,P000496,1,5,372.57,0.04,2024-03-01,E2E-order-line
O100053,P000541,2,3,377.15,0.2,2024-03-01,E2E-order-line
O100053,P000884,3,3,270.42,0.24,2024-03-01,E2E-order-line
O100054,P000491,1,4,499.11,0.04,2024-03-01,E2E-order-line
O100054,P000104,2,5,179.72,0.15,2024-03-01,E2E-order-line
O100054,P000884,3,2,197.95,0.23,2024-03-01,E2E-order-line
O100054,P000927,4,5,132.62,0.08,2024-03-01,E2E-order-line
O100055,P000304,1,3,40.42,0.13,2024-03-01,E2E-order-line
O100055,P000694,2,5,436.85,0.2,2024-03-01,E2E-order-line
O100056,P000968,1,2,282.25,0.03,2024-03-01,E2E-order-line
O100057,P000608,1,3,148.15,0.01,2024-03-01,E2E-order-line
O100057,P000817,2,3,248.29,0.16,2024-03-01,E2E-order-line
O100057,P000889,3,4,238.36,0.17,2024-03-01,E2E-order-line
O100058,P000882,1,3,301.86,0.15,2024-03-01,E2E-order-line
O100058,P000791,2,5,293.4,0.05,2024-03-01,E2E-order-line
O100058,P000584,3,2,103.41,0.15,2024-03-01,E2E-order-line
O100059,P000692,1,4,296.07,0.01,2024-03-01,E2E-order-line
O100059,P000995,2,4,436.61,0.25,2024-03-01,E2E-order-line
O100059,P000789,3,1,146.19,0.06,2024-03-01,E2E-order-line
O100060,P000796,1,3,74.66,0.08,2024-03-01,E2E-order-line
O100060,P000584,2,5,139.1,0.16,2024-03-01,E2E-order-line
O100061,P000367,1,5,410.55,0.24,2024-03-01,E2E-order-line
O100062,P000869,1,2,410.54,0.18,2024-03-01,E2E-order-line
O100062,P000463,2,1,67.8,0.02,2024-03-01,E2E-order-line
O100062,P000933,3,5,292.32,0.21,2024-03-01,E2E-order-line
O100063,P000029,1,5,245.8,0.14,2024-03-01,E2E-order-line
O100063,P000270,2,2,322.69,0.01,2024-03-01,E2E-order-line
O100063,P000697,3,4,279.57,0.22,2024-03-01,E2E-order-line
O100064,P000063,1,5,169.49,0.17,2024-03-01,E2E-order-line
O100064,P001008,2,1,370.91,0.01,2024-03-01,E2E-order-line
O100064,P000655,3,3,116.31,0.18,2024-03-01,E2E-order-line
O100065,P000461,1,5,159.57,0.19,2024-03-01,E2E-order-line
O100065,P000843,2,4,287.37,0.25,2024-03-01,E2E-order-line
O100066,P000056,1,4,163.23,0.12,2024-03-01,E2E-order-line
O100066,P000435,2,4,277.04,0.21,2024-03-01,E2E-order-line
O100066,P000380,3,5,78.3,0.11,2024-03-01,E2E-order-line
O100066,P000395,4,4,381.15,0.22,2024-03-01,E2E-order-line
O100067,P000677,1,4,204.66,0.24,2024-03-01,E2E-order-line
O100067,P000536,2,3,7.83,0.16,2024-03-01,E2E-order-line
O100067,P000036,3,4,192.16,0.25,2024-03-01,E2E-order-line
O100067,P000544,4,3,131.63,0.11,2024-03-01,E2E-order-line
O100068,P000184,1,3,204.92,0.15,2024-03-01,E2E-order-line
O100068,P000982,2,4,136.17,0.22,2024-03-01,E2E-order-line
O100068,P000407,3,3,463.59,0.22,2024-03-01,E2E-order-line
O100069,P000332,1,4,95.81,0.1,2024-03-01,E2E-order-line
O100070,P000483,1,5,407.55,0.08,2024-03-01,E2E-order-line
O100070,P000249,2,5,163.33,0.25,2024-03-01,E2E-order-line
O100071,P000657,1,3,472.53,0.16,2024-03-01,E2E-order-line
O100071,P000716,2,5,266.96,0.18,2024-03-01,E2E-order-line
O100071,P000753,3,1,36.62,0.2,2024-03-01,E2E-order-line
O100072,P000184,1,2,464.64,0.21,2024-03-01,E2E-order-line
O100072,P000474,2,1,209.75,0.12,2024-03-01,E2E-order-line
O100072,P000286,3,3,230.88,0.2,2024-03-01,E2E-order-line
O100072,P000235,4,4,481.06,0.07,2024-03-01,E2E-order-line
O100073,P000911,1,2,100.59,0.01,2024-03-01,E2E-order-line
O100074,P000721,1,2,374.03,0.01,2024-03-01,E2E-order-line
O100075,P000905,1,4,43.85,0.23,2024-03-01,E2E-order-line
O100076,P000458,1,3,103.93,0.02,2024-03-01,E2E-order-line
O100077,P000903,1,5,286.36,0.11,2024-03-01,E2E-order-line
O100077,P000920,2,3,376.96,0.14,2024-03-01,E2E-order-line
O100078,P000469,1,2,492.83,0.18,2024-03-01,E2E-order-line
O100078,P000640,2,5,251.37,0.24,2024-03-01,E2E-order-line
O100078,P000764,3,5,479.7,0.23,2024-03-01,E2E-order-line
O100079,P000557,1,1,361.72,0.23,2024-03-01,E2E-order-line
O100080,P000723,1,1,86.91,0.08,2024-03-01,E2E-order-line
O100080,P000868,2,4,420.19,0.12,2024-03-01,E2E-order-line
O100081,P001033,1,5,324.65,0.01,2024-03-01,E2E-order-line
O100081,P000432,2,2,213.03,0.1,2024-03-01,E2E-order-line
O100082,P000216,1,5,32.16,0.16,2024-03-01,E2E-order-line
O100082,P000133,2,2,220.09,0.09,2024-03-01,E2E-order-line
O100082,P000042,3,2,143.84,0.13,2024-03-01,E2E-order-line
O100082,P000097,4,1,290.42,0.21,2024-03-01,E2E-order-line
O100083,P000520,1,2,258.94,0.22,2024-03-01,E2E-order-line
O100084,P000733,1,3,488.24,0.21,2024-03-01,E2E-order-line
O100084,P000529,2,5,342.33,0.14,2024-03-01,E2E-order-line
O100085,P000187,1,2,172.01,0.23,2024-03-01,E2E-order-line
O100085,P000819,2,4,402.5,0.23,2024-03-01,E2E-order-line
O100085,P000504,3,4,60.47,0.09,2024-03-01,E2E-order-line
O100085,P000746,4,1,109.22,0.08,2024-03-01,E2E-order-line
O100086,P000070,1,1,377.82,0.0,2024-03-01,E2E-order-line
O100087,P000328,1,3,110.97,0.18,2024-03-01,E2E-order-line
O100087,P000166,2,1,123.06,0.07,2024-03-01,E2E-order-line
O100088,P000264,1,3,54.27,0.17,2024-03-01,E2E-order-line
O100088,P001004,2,2,71.38,0.22,2024-03-01,E2E-order-line
O100088,P000233,3,1,388.25,0.01,2024-03-01,E2E-order-line
O100089,P000927,1,2,221.31,0.05,2024-03-01,E2E-order-line
O100089,P000156,2,2,199.77,0.1,2024-03-01,E2E-order-line
O100089,P000496,3,3,319.9,0.05,2024-03-01,E2E-order-line
O100089,P000891,4,3,107.87,0.22,2024-03-01,E2E-order-line
O100090,P000027,1,1,188.75,0.08,2024-03-01,E2E-order-line
O100090,P000940,2,5,352.54,0.2,2024-03-01,E2E-order-line
O100090,P000164,3,5,216.3,0.21,2024-03-01,E2E-order-line
O100091,P000144,1,5,300.4,0.03,2024-03-01,E2E-order-line
O100091,P000589,2,3,420.81,0.14,2024-03-01,E2E-order-line
O100091,P000155,3,5,303.32,0.17,2024-03-01,E2E-order-line
O100091,P000717,4,2,40.92,0.2,2024-03-01,E2E-order-line
O100092,P000923,1,3,155.97,0.15,2024-03-01,E2E-order-line
O100092,P000839,2,5,298.56,0.1,2024-03-01,E2E-order-line
O100092,P000294,3,4,474.75,0.02,2024-03-01,E2E-order-line
O100092,P000135,4,5,168.92,0.07,2024-03-01,E2E-order-line
O100093,P000988,1,1,399.58,0.04,2024-03-01,E2E-order-line
O100093,P000233,2,4,320.1,0.12,2024-03-01,E2E-order-line
O100093,P000800,3,2,371.42,0.04,2024-03-01,E2E-order-line
O100094,P000938,1,4,397.84,0.17,2024-03-01,E2E-order-line
O100094,P000519,2,4,207.72,0.11,2024-03-01,E2E-order-line
O100094,P000544,3,1,21.33,0.09,2024-03-01,E2E-order-line
O100095,P000420,1,1,269.2,0.09,2024-03-01,E2E-order-line
O100095,P000444,2,4,231.71,0.07,2024-03-01,E2E-order-line
O100096,P000021,1,4,81.26,0.16,2024-03-01,E2E-order-line
O100096,P000378,2,3,133.76,0.23,2024-03-01,E2E-order-line
O100097,P000709,1,3,345.84,0.05,2024-03-01,E2E-order-line
O100097,P000492,2,2,459.61,0.08,2024-03-01,E2E-order-line
O100097,P000165,3,1,411.88,0.05,2024-03-01,E2E-order-line
O100098,P000587,1,1,363.58,0.02,2024-03-01,E2E-order-line
O100099,P000773,1,2,418.42,0.12,2024-03-01,E2E-order-line
O100100,P000470,1,4,373.14,0.07,2024-03-01,E2E-order-line
O100100,P000344,2,4,314.21,0.16,2024-03-01,E2E-order-line
O100100,P000283,3,4,171.36,0.15,2024-03-01,E2E-order-line
O100101,P000092,1,2,231.18,0.09,2024-03-01,E2E-order-line
O100101,P000587,2,3,113.27,0.03,2024-03-01,E2E-order-line
O100102,P000561,1,1,469.92,0.02,2024-03-01,E2E-order-line
O100102,P000602,2,4,361.16,0.08,2024-03-01,E2E-order-line
O100102,P000898,3,3,495.87,0.08,2024-03-01,E2E-order-line
O100102,P000049,4,1,57.81,0.18,2024-03-01,E2E-order-line
O100103,P000748,1,5,187.91,0.16,2024-03-01,E2E-order-line
O100103,P000284,2,1,307.95,0.11,2024-03-01,E2E-order-line
O100103,P000433,3,2,131.6,0.1,2024-03-01,E2E-order-line
O100104,P000070,1,5,130.13,0.13,2024-03-01,E2E-order-line
O100104,P000775,2,5,10.25,0.17,2024-03-01,E2E-order-line
O100104,P000082,3,2,304.04,0.19,2024-03-01,E2E-order-line
O100105,P000500,1,5,368.33,0.01,2024-03-01,E2E-order-line
O100106,P000728,1,5,430.71,0.2,2024-03-01,E2E-order-line
O100107,P000753,1,5,499.58,0.08,2024-03-01,E2E-order-line
O100107,P000163,2,4,207.66,0.13,2024-03-01,E2E-order-line
O100108,P000265,1,3,61.91,0.11,2024-03-01,E2E-order-line
O100109,P000394,1,5,379.94,0.16,2024-03-01,E2E-order-line
O100109,P000090,2,3,21.42,0.16,2024-03-01,E2E-order-line
O100109,P000712,3,4,172.37,0.13,2024-03-01,E2E-order-line
O100110,P000087,1,3,26.63,0.11,2024-03-01,E2E-order-line
O100110,P000667,2,5,30.84,0.07,2024-03-01,E2E-order-line
O100110,P000199,3,4,145.17,0.19,2024-03-01,E2E-order-line
O100111,P000346,1,5,404.93,0.22,2024-03-01,E2E-order-line
O100111,P000787,2,2,482.68,0.17,2024-03-01,E2E-order-line
O100111,P000229,3,5,314.33,0.01,2024-03-01,E2E-order-line
O100112,P000542,1,3,474.81,0.24,2024-03-01,E2E-order-line
O100113,P000937,1,5,322.82,0.1,2024-03-01,E2E-order-line
O100114,P000866,1,4,37.06,0.12,2024-03-01,E2E-order-line
O100114,P000664,2,3,160.27,0.25,2024-03-01,E2E-order-line
O100114,P000981,3,4,402.67,0.12,2024-03-01,E2E-order-line
O100115,P000219,1,5,262.3,0.14,2024-03-01,E2E-order-line
O100115,P000395,2,1,443.13,0.02,2024-03-01,E2E-order-line
O100115,P000900,3,3,457.91,0.22,2024-03-01,E2E-order-line
O100116,P000759,1,1,354.98,0.0,2024-03-01,E2E-order-line
O100116,P000356,2,3,439.12,0.13,2024-03-01,E2E-order-line
O100117,P000750,1,3,194.44,0.21,2024-03-01,E2E-order-line
O100117,P000724,2,4,226.44,0.22,2024-03-01,E2E-order-line
O100117,P000787,3,3,63.96,0.1,2024-03-01,E2E-order-line
O100117,P000976,4,4,499.53,0.12,2024-03-01,E2E-order-line
O100118,P000109,1,3,100.14,0.03,2024-03-01,E2E-order-line
O100118,P000331,2,2,70.89,0.23,2024-03-01,E2E-order-line
O100118,P000980,3,1,380.28,0.24,2024-03-01,E2E-order-line
O100119,P000128,1,1,192.26,0.1,2024-03-01,E2E-order-line
O100119,P000161,2,3,212.49,0.06,2024-03-01,E2E-order-line
O100119,P000094,3,2,414.14,0.24,2024-03-01,E2E-order-line
O100120,P000349,1,4,253.57,0.23,2024-03-01,E2E-order-line
O100121,P000193,1,4,141.61,0.19,2024-03-01,E2E-order-line
O100122,P000566,1,2,290.13,0.2,2024-03-01,E2E-order-line
O100122,P000031,2,2,367.08,0.17,2024-03-01,E2E-order-line
O100122,P000376,3,4,348.45,0.1,2024-03-01,E2E-order-line
O100122,P000476,4,1,143.47,0.06,2024-03-01,E2E-order-line
O100123,P000205,1,4,292.41,0.05,2024-03-01,E2E-order-line
O100124,P000149,1,1,282.94,0.18,2024-03-01,E2E-order-line
O100124,P000344,2,2,387.56,0.19,2024-03-01,E2E-order-line
O100125,P000013,1,5,436.06,0.21,2024-03-01,E2E-order-line
O100126,P000795,1,5,109.09,0.08,2024-03-01,E2E-order-line
O100126,P000719,2,3,265.39,0.2,2024-03-01,E2E-order-line
O100126,P000546,3,3,311.92,0.15,2024-03-01,E2E-order-line
O100127,P000247,1,2,190.49,0.08,2024-03-01,E2E-order-line
O100128,P000289,1,3,293.88,0.13,2024-03-01,E2E-order-line
O100128,P000255,2,5,71.54,0.2,2024-03-01,E2E-order-line
O100128,P000445,3,1,422.74,0.2,2024-03-01,E2E-order-line
O100129,P000758,1,5,274.57,0.07,2024-03-01,E2E-order-line
O100129,P000949,2,2,388.68,0.12,2024-03-01,E2E-order-line
O100130,P000911,1,5,104.77,0.11,2024-03-01,E2E-order-line
O100130,P000518,2,4,119.5,0.2,2024-03-01,E2E-order-line
O100130,P000450,3,1,176.18,0.21,2024-03-01,E2E-order-line
O100130,P000816,4,2,373.09,0.16,2024-03-01,E2E-order-line
O100131,P000572,1,2,34.14,0.23,2024-03-01,E2E-order-line
O100131,P000806,2,3,5.76,0.23,2024-03-01,E2E-order-line
O100131,P000070,3,5,72.3,0.19,2024-03-01,E2E-order-line
O100132,P000337,1,1,468.96,0.18,2024-03-01,E2E-order-line
O100133,P000140,1,1,320.51,0.22,2024-03-01,E2E-order-line
O100133,P001008,2,5,271.22,0.05,2024-03-01,E2E-order-line
O100133,P000649,3,4,258.49,0.01,2024-03-01,E2E-order-line
O100133,P000812,4,3,301.72,0.22,2024-03-01,E2E-order-line
O100134,P000645,1,5,181.07,0.09,2024-03-01,E2E-order-line
O100134,P000991,2,1,223.57,0.16,2024-03-01,E2E-order-line
O100135,P000030,1,4,438.38,0.07,2024-03-01,E2E-order-line
O100136,P000842,1,4,252.63,0.05,2024-03-01,E2E-order-line
O100137,P000690,1,3,486.03,0.02,2024-03-01,E2E-order-line
O100137,P000748,2,5,205.22,0.06,2024-03-01,E2E-order-line
O100137,P000726,3,4,218.84,0.2,2024-03-01,E2E-order-line
O100137,P000616,4,3,444.28,0.01,2024-03-01,E2E-order-line
O100138,P000181,1,5,33.88,0.11,2024-03-01,E2E-order-line
O100138,P000614,2,4,108.53,0.22,2024-03-01,E2E-order-line
O100138,P001019,3,2,325.69,0.14,2024-03-01,E2E-order-line
O100139,P000722,1,5,126.84,0.06,2024-03-01,E2E-order-line
O100139,P000794,2,5,312.88,0.08,2024-03-01,E2E-order-line
O100139,P000246,3,3,297.45,0.18,2024-03-01,E2E-order-line
O100139,P000570,4,5,222.74,0.04,2024-03-01,E2E-order-line
O100140,P000121,1,1,442.57,0.02,2024-03-01,E2E-order-line
O100140,P000459,2,3,28.69,0.13,2024-03-01,E2E-order-line
O100141,P000055,1,5,179.93,0.16,2024-03-01,E2E-order-line
O100141,P000999,2,4,109.49,0.05,2024-03-01,E2E-order-line
O100141,P000379,3,5,45.02,0.18,2024-03-01,E2E-order-line
O100141,P000820,4,3,150.89,0.02,2024-03-01,E2E-order-line
O100142,P000707,1,4,7.03,0.08,2024-03-01,E2E-order-line
O100143,P000776,1,3,131.54,0.19,2024-03-01,E2E-order-line
O100143,P000997,2,4,244.26,0.02,2024-03-01,E2E-order-line
O100144,P000794,1,1,466.54,0.13,2024-03-01,E2E-order-line
O100144,P000281,2,1,160.88,0.05,2024-03-01,E2E-order-line
O100144,P000248,3,5,126.0,0.16,2024-03-01,E2E-order-line
O100145,P000941,1,1,409.92,0.14,2024-03-01,E2E-order-line
O100145,P000950,2,3,129.18,0.06,2024-03-01,E2E-order-line
O100145,P000272,3,3,409.98,0.09,2024-03-01,E2E-order-line
O100146,P000939,1,4,16.42,0.21,2024-03-01,E2E-order-line
O100146,P000680,2,1,297.53,0.13,2024-03-01,E2E-order-line
O100147,P000271,1,1,43.17,0.07,2024-03-01,E2E-order-line
O100147,P000421,2,2,72.95,0.23,2024-03-01,E2E-order-line
O100147,P000991,3,4,271.44,0.02,2024-03-01,E2E-order-line
O100147,P000271,4,2,373.23,0.17,2024-03-01,E2E-order-line
O100148,P000701,1,2,453.29,0.17,2024-03-01,E2E-order-line
O100148,P000018,2,2,465.94,0.04,2024-03-01,E2E-order-line
O100148,P000209,3,2,153.89,0.24,2024-03-01,E2E-order-line
O100149,P000424,1,4,353.44,0.01,2024-03-01,E2E-order-line
O100150,P000764,1,1,391.49,0.16,2024-03-01,E2E-order-line
O100150,P000522,2,3,5.77,0.04,2024-03-01,E2E-order-line
O100150,P000564,3,5,54.65,0.14,2024-03-01,E2E-order-line
O100150,P000204,4,3,212.75,0.04,2024-03-01,E2E-order-line
O100151,P000421,1,3,298.03,0.13,2024-03-01,E2E-order-line
O100151,P000422,2,2,87.47,0.09,2024-03-01,E2E-order-line
O100151,P000010,3,4,176.54,0.18,2024-03-01,E2E-order-line
O100152,P000280,1,3,412.79,0.02,2024-03-01,E2E-order-line
O100153,P001018,1,5,137.61,0.23,2024-03-01,E2E-order-line
O100153,P000029,2,1,436.37,0.15,2024-03-01,E2E-order-line
O100154,P000550,1,5,413.91,0.04,2024-03-01,E2E-order-line
O100154,P000702,2,5,346.83,0.03,2024-03-01,E2E-order-line
O100155,P001033,1,1,246.17,0.05,2024-03-01,E2E-order-line
O100155,P000682,2,2,479.19,0.02,2024-03-01,E2E-order-line
O100155,P000616,3,3,204.81,0.24,2024-03-01,E2E-order-line
O100155,P000030,4,5,241.14,0.16,2024-03-01,E2E-order-line
O100156,P000426,1,3,287.45,0.13,2024-03-01,E2E-order-line
O100156,P000961,2,3,225.02,0.1,2024-03-01,E2E-order-line
O100156,P000835,3,5,15.21,0.08,2024-03-01,E2E-order-line
O100157,P000141,1,5,400.75,0.16,2024-03-01,E2E-order-line
O100157,P000719,2,2,21.03,0.21,2024-03-01,E2E-order-line
O100158,P000811,1,4,128.23,0.04,2024-03-01,E2E-order-line
O100159,P000095,1,5,475.9,0.15,2024-03-01,E2E-order-line
O100159,P000248,2,3,487.89,0.19,2024-03-01,E2E-order-line
O100160,P000356,1,2,483.48,0.02,2024-03-01,E2E-order-line
O100160,P000554,2,3,100.77,0.25,2024-03-01,E2E-order-line
O100160,P000445,3,1,207.64,0.2,2024-03-01,E2E-order-line
O100161,P000518,1,3,415.49,0.14,2024-03-01,E2E-order-line
O100161,P000505,2,3,385.75,0.07,2024-03-01,E2E-order-line
O100161,P000830,3,4,287.11,0.09,2024-03-01,E2E-order-line
O100161,P000366,4,1,293.63,0.16,2024-03-01,E2E-order-line
O100162,P000186,1,3,17.76,0.1,2024-03-01,E2E-order-line
O100163,P000740,1,5,281.98,0.08,2024-03-01,E2E-order-line
O100163,P000954,2,4,24.08,0.23,2024-03-01,E2E-order-line
O100164,P000190,1,4,329.4,0.06,2024-03-01,E2E-order-line
O100164,P000875,2,1,277.05,0.02,2024-03-01,E2E-order-line
O100165,P000985,1,4,397.01,0.05,2024-03-01,E2E-order-line
O100165,P000757,2,1,328.56,0.01,2024-03-01,E2E-order-line
