customer_id,segment,loyalty_tier,demo_score,load_date,record_source
52,ONLINE,GOLD,65,2024-03-01,E2E-customer-demo
53,WHOLESALE,BRONZE,70,2024-03-01,E2E-customer-demo
54,ONLINE,PLATINUM,67,2024-03-01,E2E-customer-demo
55,RETAIL,GOLD,82,2024-03-01,E2E-customer-demo
56,WHOLESALE,GOLD,74,2024-03-01,E2E-customer-demo
57,ONLINE,PLATINUM,53,2024-03-01,E2E-customer-demo
58,ONLINE,GOLD,43,2024-03-01,E2E-customer-demo
59,WHOLESALE,BRONZE,67,2024-03-01,E2E-customer-demo
60,WHOLESALE,PLATINUM,76,2024-03-01,E2E-customer-demo
61,WHOLESALE,SILVER,87,2024-03-01,E2E-customer-demo
62,RETAIL,BRONZE,82,2024-03-01,E2E-customer-demo
63,RETAIL,SILVER,86,2024-03-01,E2E-customer-demo
64,WHOLESALE,PLATINUM,64,2024-03-01,E2E-customer-demo
65,ONLINE,PLATINUM,78,2024-03-01,E2E-customer-demo
66,RETAIL,SILVER,99,2024-03-01,E2E-customer-demo
67,WHOLESALE,GOLD,43,2024-03-01,E2E-customer-demo
68,RETAIL,PLATINUM,97,2024-03-01,E2E-customer-demo
69,ONLINE,PLATINUM,79,2024-03-01,E2E-customer-demo
70,WHOLESALE,BRONZE,94,2024-03-01,E2E-customer-demo
71,WHOLESALE,PLATINUM,83,2024-03-01,E2E-customer-demo
72,ONLINE,BRONZE,55,2024-03-01,E2E-customer-demo
73,ONLINE,BRONZE,58,2024-03-01,E2E-customer-demo
74,RETAIL,BRONZE,46,2024-03-01,E2E-customer-demo
75,RETAIL,SILVER,79,2024-03-01,E2E-customer-demo
76,RETAIL,SILVER,51,2024-03-01,E2E-customer-demo
77,RETAIL,GOLD,91,2024-03-01,E2E-customer-demo
78,RETAIL,PLATINUM,45,2024-03-01,E2E-customer-demo
79,RETAIL,BRONZE,63,2024-03-01,E2E-customer-demo
80,ONLINE,PLATINUM,63,2024-03-01,E2E-customer-demo
81,RETAIL,PLATINUM,93,2024-03-01,E2E-customer-demo
82,ONLINE,SILVER,73,2024-03-01,E2E-customer-demo
83,ONLINE,PLATINUM,40,2024-03-01,E2E-customer-demo
84,RETAIL,GOLD,46,2024-03-01,E2E-customer-demo
85,WHOLESALE,SILVER,51,2024-03-01,E2E-customer-demo
86,RETAIL,PLATINUM,53,2024-03-01,E2E-customer-demo
87,WHOLESALE,PLATINUM,90,2024-03-01,E2E-customer-demo
88,RETAIL,SILVER,63,2024-03-01,E2E-customer-demo
89,ONLINE,BRONZE,65,2024-03-01,E2E-customer-demo
90,ONLINE,PLATINUM,41,2024-03-01,E2E-customer-demo
91,ONLINE,BRONZE,95,2024-03-01,E2E-customer-demo
92,WHOLESALE,GOLD,96,2024-03-01,E2E-customer-demo
93,ONLINE,PLATINUM,58,2024-03-01,E2E-customer-demo
94,ONLINE,SILVER,68,2024-03-01,E2E-customer-demo
95,RETAIL,SILVER,51,2024-03-01,E2E-customer-demo
96,ONLINE,PLATINUM,79,2024-03-01,E2E-customer-demo
97,ONLINE,GOLD,58,2024-03-01,E2E-customer-demo
98,ONLINE,SILVER,88,2024-03-01,E2E-customer-demo
99,ONLINE,PLATINUM,65,2024-03-01,E2E-customer-demo
100,RETAIL,PLATINUM,95,2024-03-01,E2E-customer-demo
10001,WHOLESALE,BRONZE,64,2024-03-01,E2E-customer-demo
10002,RETAIL,BRONZE,75,2024-03-01,E2E-customer-demo
10003,RETAIL,SILVER,67,2024-03-01,E2E-customer-demo
10004,WHOLESALE,BRONZE,43,2024-03-01,E2E-customer-demo
10005,RETAIL,GOLD,75,2024-03-01,E2E-customer-demo
10006,ONLINE,SILVER,63,2024-03-01,E2E-customer-demo
10007,WHOLESALE,SILVER,92,2024-03-01,E2E-customer-demo
10008,ONLINE,PLATINUM,71,2024-03-01,E2E-customer-demo
10009,RETAIL,BRONZE,41,2024-03-01,E2E-customer-demo
10010,RETAIL,BRONZE,67,2024-03-01,E2E-customer-demo
10011,ONLINE,PLATINUM,56,2024-03-01,E2E-customer-demo
10012,WHOLESALE,GOLD,82,2024-03-01,E2E-customer-demo
10013,ONLINE,SILVER,71,2024-03-01,E2E-customer-demo
10014,ONLINE,GOLD,69,2024-03-01,E2E-customer-demo
10015,ONLINE,SILVER,46,2024-03-01,E2E-customer-demo
10016,ONLINE,PLATINUM,73,2024-03-01,E2E-customer-demo
10017,RETAIL,BRONZE,73,2024-03-01,E2E-customer-demo
10018,ONLINE,GOLD,54,2024-03-01,E2E-customer-demo
10019,RETAIL,SILVER,89,2024-03-01,E2E-customer-demo
10020,ONLINE,GOLD,59,2024-03-01,E2E-customer-demo
10021,RETAIL,SILVER,87,2024-03-01,E2E-customer-demo
10022,WHOLESALE,PLATINUM,90,2024-03-01,E2E-customer-demo
10023,WHOLESALE,BRONZE,72,2024-03-01,E2E-customer-demo
10024,WHOLESALE,GOLD,61,2024-03-01,E2E-customer-demo
10025,ONLINE,BRONZE,40,2024-03-01,E2E-customer-demo
10026,ONLINE,GOLD,64,2024-03-01,E2E-customer-demo
10027,WHOLESALE,BRONZE,84,2024-03-01,E2E-customer-demo
10028,RETAIL,PLATINUM,90,2024-03-01,E2E-customer-demo
10029,RETAIL,PLATINUM,73,2024-03-01,E2E-customer-demo
10030,WHOLESALE,GOLD,83,2024-03-01,E2E-customer-demo
10031,RETAIL,SILVER,40,2024-03-01,E2E-customer-demo
10032,RETAIL,PLATINUM,49,2024-03-01,E2E-customer-demo
10033,ONLINE,GOLD,47,2024-03-01,E2E-customer-demo
10034,WHOLESALE,BRONZE,74,2024-03-01,E2E-customer-demo
10035,ONLINE,BRONZE,98,2024-03-01,E2E-customer-demo
10036,RETAIL,GOLD,77,2024-03-01,E2E-customer-demo
10037,WHOLESALE,PLATINUM,40,2024-03-01,E2E-customer-demo
10038,WHOLESALE,PLATINUM,71,2024-03-01,E2E-customer-demo
10039,WHOLESALE,BRONZE,83,2024-03-01,E2E-customer-demo
10040,RETAIL,BRONZE,43,2024-03-01,E2E-customer-demo
10041,ONLINE,SILVER,81,2024-03-01,E2E-customer-demo
10042,RETAIL,SILVER,52,2024-03-01,E2E-customer-demo
10043,ONLINE,PLATINUM,75,2024-03-01,E2E-customer-demo
10044,RETAIL,SILVER,44,2024-03-01,E2E-customer-demo
10045,ONLINE,BRONZE,99,2024-03-01,E2E-customer-demo
10046,RETAIL,SILVER,67,2024-03-01,E2E-customer-demo
10047,RETAIL,SILVER,52,2024-03-01,E2E-customer-demo
10048,RETAIL,GOLD,55,2024-03-01,E2E-customer-demo
10049,RETAIL,GOLD,59,2024-03-01,E2E-customer-demo
10050,WHOLESALE,PLATINUM,57,2024-03-01,E2E-customer-demo
10051,ONLINE,SILVER,42,2024-03-01,E2E-customer-demo
10052,RETAIL,BRONZE,48,2024-03-01,E2E-customer-demo
10053,ONLINE,GOLD,78,2024-03-01,E2E-customer-demo
10054,ONLINE,SILVER,52,2024-03-01,E2E-customer-demo
10055,WHOLESALE,SILVER,96,2024-03-01,E2E-customer-demo
10056,WHOLESALE,GOLD,74,2024-03-01,E2E-customer-demo
10057,WHOLESALE,SILVER,59,2024-03-01,E2E-customer-demo
10058,ONLINE,GOLD,87,2024-03-01,E2E-customer-demo
10059,ONLINE,BRONZE,80,2024-03-01,E2E-customer-demo
10060,WHOLESALE,GOLD,64,2024-03-01,E2E-customer-demo
10061,WHOLESALE,PLATINUM,95,2024-03-01,E2E-customer-demo
10062,ONLINE,SILVER,48,2024-03-01,E2E-customer-demo
10063,ONLINE,SILVER,89,2024-03-01,E2E-customer-demo
10064,WHOLESALE,SILVER,47,2024-03-01,E2E-customer-demo
10065,RETAIL,PLATINUM,62,2024-03-01,E2E-customer-demo
10066,WHOLESALE,BRONZE,92,2024-03-01,E2E-customer-demo
10067,ONLINE,GOLD,62,2024-03-01,E2E-customer-demo
10068,WHOLESALE,BRONZE,66,2024-03-01,E2E-customer-demo
10069,ONLINE,SILVER,56,2024-03-01,E2E-customer-demo
10070,ONLINE,GOLD,58,2024-03-01,E2E-customer-demo
10071,ONLINE,GOLD,59,2024-03-01,E2E-customer-demo
10072,WHOLESALE,GOLD,64,2024-03-01,E2E-customer-demo
10073,WHOLESALE,GOLD,83,2024-03-01,E2E-customer-demo
10074,RETAIL,SILVER,75,2024-03-01,E2E-customer-demo
10075,WHOLESALE,SILVER,57,2024-03-01,E2E-customer-demo
10076,RETAIL,BRONZE,85,2024-03-01,E2E-customer-demo
10077,RETAIL,PLATINUM,80,2024-03-01,E2E-customer-demo
10078,ONLINE,BRONZE,57,2024-03-01,E2E-customer-demo
10079,RETAIL,BRONZE,52,2024-03-01,E2E-customer-demo
10080,RETAIL,SILVER,71,2024-03-01,E2E-customer-demo
10081,ONLINE,GOLD,96,2024-03-01,E2E-customer-demo
10082,WHOLESALE,PLATINUM,52,2024-03-01,E2E-customer-demo
10083,RETAIL,SILVER,44,2024-03-01,E2E-customer-demo
10084,RETAIL,GOLD,74,2024-03-01,E2E-customer-demo
10085,WHOLESALE,PLATINUM,75,2024-03-01,E2E-customer-demo
10086,RETAIL,BRONZE,63,2024-03-01,E2E-customer-demo
10087,ONLINE,PLATINUM,91,2024-03-01,E2E-customer-demo
10088,ONLINE,GOLD,71,2024-03-01,E2E-customer-demo
10089,ONLINE,GOLD,65,2024-03-01,E2E-customer-demo
10090,RETAIL,BRONZE,69,2024-03-01,E2E-customer-demo
10091,ONLINE,BRONZE,57,2024-03-01,E2E-customer-demo
10092,WHOLESALE,SILVER,42,2024-03-01,E2E-customer-demo
10093,RETAIL,GOLD,97,2024-03-01,E2E-customer-demo
10094,WHOLESALE,PLATINUM,63,2024-03-01,E2E-customer-demo
10095,WHOLESALE,GOLD,58,2024-03-01,E2E-customer-demo
10096,RETAIL,GOLD,45,2024-03-01,E2E-customer-demo
10097,ONLINE,SILVER,87,2024-03-01,E2E-customer-demo
10098,RETAIL,GOLD,62,2024-03-01,E2E-customer-demo
10099,ONLINE,SILVER,42,2024-03-01,E2E-customer-demo
10100,ONLINE,GOLD,89,2024-03-01,E2E-customer-demo
