customer_id,newsletter_opt_in,preferred_channel,language_code,load_date,record_source
1034,N,SMS,fr,2024-01-01,CRM-c360-prefs
1035,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1036,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1037,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1038,N,SMS,fr,2024-01-01,CRM-c360-prefs
1039,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1040,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1041,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1042,N,SMS,fr,2024-01-01,CRM-c360-prefs
1043,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1044,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1045,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1046,N,SMS,fr,2024-01-01,CRM-c360-prefs
1047,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1048,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1049,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1050,N,SMS,fr,2024-01-01,CRM-c360-prefs
1051,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1052,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1053,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1054,N,SMS,fr,2024-01-01,CRM-c360-prefs
1055,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1056,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1057,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1058,N,SMS,fr,2024-01-01,CRM-c360-prefs
1059,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1060,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1061,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1062,N,SMS,fr,2024-01-01,CRM-c360-prefs
1063,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1064,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1065,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1066,N,SMS,fr,2024-01-01,CRM-c360-prefs
1067,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1068,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1069,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1070,N,SMS,fr,2024-01-01,CRM-c360-prefs
1071,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1072,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1073,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1074,N,SMS,fr,2024-01-01,CRM-c360-prefs
1075,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1076,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1077,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1078,N,SMS,fr,2024-01-01,CRM-c360-prefs
1079,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1080,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1081,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1082,N,SMS,fr,2024-01-01,CRM-c360-prefs
1083,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1084,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1085,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1086,N,SMS,fr,2024-01-01,CRM-c360-prefs
1087,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1088,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1089,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1090,N,SMS,fr,2024-01-01,CRM-c360-prefs
1091,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1092,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1093,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1094,N,SMS,fr,2024-01-01,CRM-c360-prefs
1095,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1096,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1097,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1098,N,SMS,fr,2024-01-01,CRM-c360-prefs
1099,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1100,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1101,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1102,N,SMS,fr,2024-01-01,CRM-c360-prefs
1103,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1104,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1105,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1106,N,SMS,fr,2024-01-01,CRM-c360-prefs
1107,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1108,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1109,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1110,N,SMS,fr,2024-01-01,CRM-c360-prefs
1111,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1112,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1113,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1114,N,SMS,fr,2024-01-01,CRM-c360-prefs
1115,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1116,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1117,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1118,N,SMS,fr,2024-01-01,CRM-c360-prefs
1119,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1120,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1121,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1122,N,SMS,fr,2024-01-01,CRM-c360-prefs
1123,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1124,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1125,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1126,N,SMS,fr,2024-01-01,CRM-c360-prefs
1127,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1128,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1129,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1130,N,SMS,fr,2024-01-01,CRM-c360-prefs
1131,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1132,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1133,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1134,N,SMS,fr,2024-01-01,CRM-c360-prefs
1135,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1136,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1137,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1138,N,SMS,fr,2024-01-01,CRM-c360-prefs
1139,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1140,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1141,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1142,N,SMS,fr,2024-01-01,CRM-c360-prefs
1143,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1144,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1145,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1146,N,SMS,fr,2024-01-01,CRM-c360-prefs
1147,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1148,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1149,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1150,N,SMS,fr,2024-01-01,CRM-c360-prefs
1151,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1152,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1153,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1154,N,SMS,fr,2024-01-01,CRM-c360-prefs
1155,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1156,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1157,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1158,N,SMS,fr,2024-01-01,CRM-c360-prefs
1159,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1160,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1161,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1162,N,SMS,fr,2024-01-01,CRM-c360-prefs
1163,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1164,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1165,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1166,N,SMS,fr,2024-01-01,CRM-c360-prefs
1167,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1168,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1169,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1170,N,SMS,fr,2024-01-01,CRM-c360-prefs
1171,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1172,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1173,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1174,N,SMS,fr,2024-01-01,CRM-c360-prefs
1175,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1176,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1177,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1178,N,SMS,fr,2024-01-01,CRM-c360-prefs
1179,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1180,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1181,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1182,N,SMS,fr,2024-01-01,CRM-c360-prefs
1183,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1184,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1185,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1186,N,SMS,fr,2024-01-01,CRM-c360-prefs
1187,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1188,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1189,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1190,N,SMS,fr,2024-01-01,CRM-c360-prefs
1191,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1192,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1193,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1194,N,SMS,fr,2024-01-01,CRM-c360-prefs
1195,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1196,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1197,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1198,N,SMS,fr,2024-01-01,CRM-c360-prefs
1199,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1200,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1201,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1202,N,SMS,fr,2024-01-01,CRM-c360-prefs
1203,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1204,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1205,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1206,N,SMS,fr,2024-01-01,CRM-c360-prefs
1207,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1208,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1209,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1210,N,SMS,fr,2024-01-01,CRM-c360-prefs
1211,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1212,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1213,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1214,N,SMS,fr,2024-01-01,CRM-c360-prefs
1215,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1216,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1217,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1218,N,SMS,fr,2024-01-01,CRM-c360-prefs
1219,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1220,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1221,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1222,N,SMS,fr,2024-01-01,CRM-c360-prefs
1223,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1224,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1225,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1226,N,SMS,fr,2024-01-01,CRM-c360-prefs
1227,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1228,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1229,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1230,N,SMS,fr,2024-01-01,CRM-c360-prefs
1231,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1232,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1233,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1234,N,SMS,fr,2024-01-01,CRM-c360-prefs
1235,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1236,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1237,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1238,N,SMS,fr,2024-01-01,CRM-c360-prefs
1239,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1240,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1241,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1242,N,SMS,fr,2024-01-01,CRM-c360-prefs
1243,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1244,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1245,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1246,N,SMS,fr,2024-01-01,CRM-c360-prefs
1247,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1248,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1249,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1250,N,SMS,fr,2024-01-01,CRM-c360-prefs
1251,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1252,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1253,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1254,N,SMS,fr,2024-01-01,CRM-c360-prefs
1255,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1256,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1257,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1258,N,SMS,fr,2024-01-01,CRM-c360-prefs
1259,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1260,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1261,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1262,N,SMS,fr,2024-01-01,CRM-c360-prefs
1263,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1264,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1265,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1266,N,SMS,fr,2024-01-01,CRM-c360-prefs
1267,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1268,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1269,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1270,N,SMS,fr,2024-01-01,CRM-c360-prefs
1271,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1272,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1273,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1274,N,SMS,fr,2024-01-01,CRM-c360-prefs
1275,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1276,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1277,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1278,N,SMS,fr,2024-01-01,CRM-c360-prefs
1279,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1280,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1281,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1282,N,SMS,fr,2024-01-01,CRM-c360-prefs
1283,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1284,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1285,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1286,N,SMS,fr,2024-01-01,CRM-c360-prefs
1287,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1288,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1289,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1290,N,SMS,fr,2024-01-01,CRM-c360-prefs
1291,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1292,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1293,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1294,N,SMS,fr,2024-01-01,CRM-c360-prefs
1295,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1296,N,PORTAL,es,2024-01-01,CRM-c360-prefs
1297,Y,EMAIL,en,2024-01-01,CRM-c360-prefs
1298,N,SMS,fr,2024-01-01,CRM-c360-prefs
1299,Y,PHONE,de,2024-01-01,CRM-c360-prefs
1300,N,PORTAL,es,2024-01-01,CRM-c360-prefs
